School Number,School Name,Telephone,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban/Rural,School Type,Definition,Authority,Gender of Students,KME Peak Body,Takiwā
2232,St Teresa's School (Riccarton),03-3489392,enquiries@stteresas.school.nz,Jackie Andrews,http://www.stteresas.school.nz,10 Puriri Street,,Christchurch,10 Puriri Street,Riccarton,Christchurch,8041,Major urban area,Full Primary,,State : Integrated,Co-Educational,,Te Tai Runga
2233,Our Lady Star of the Sea School (Christchurch),03-3265315,office@ourladystar.school.nz,Adele Greig,http://www.ourladystar.school.nz,45 Colenso Street,Sumner,Christchurch,PO Box 17571,Sumner,Christchurch,8840,Major urban area,Full Primary,,State : Integrated,Co-Educational,,Te Tai Runga
2234,Sumner School,03-3266546,admin@sumner.school.nz,Anna Granger,http://www.sumner.school.nz,Colenso Street,Sumner,Christchurch,PO Box 17622,Sumner,Christchurch,8840,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2235,Te Koromiko Swannanoa School,03-3126813,admin@swannanoa.school.nz,Brian Price,http://www.swannanoa.school.nz,1305 Tram Road,,Rangiora,1305 Tram Road RD 6,,Rangiora,7476,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2236,Tai Tapu School,03-3296796,general@taitapu.school.nz,Amanda Clarkson,http://www.taitapu.school.nz,1 School Road,,Tai Tapu,Counter Delivery,Tai Tapu Postcentre,Tai Tapu,7645,Rural settlement,Full Primary,,State,Co-Educational,,Te Tai Runga
2237,Te One School,03-3050023,office@teone.school.nz,Melanie Sutton,,North Road,Waitangi (Chatham Islands),Chatham Islands,PO Box 9,Waitangi,Chatham Islands,8942,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2238,Waitaha School,03-3441243,admin@waitaha.school.nz,Bernie Mulcahy-Bouwman,http://waitaha.school.nz/,12 Lemonwood Drive,,Rolleston,12 Lemonwood Drive,Faringdon,Rolleston,7615,Medium urban area,Specialist School,Day Specialist,State,Co-Educational,,Te Tai Runga
2239,Te Kura o Rātā Templeton School,03-3497045,office@templeton.school.nz,Melissa Anderton,http://www.templeton.school.nz,40 Kirk Road,Templeton,Christchurch,40 Kirk Road,Templeton,Christchurch,8042,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2240,Te Kura o Huriawa Thorrington,03-3327480,admin@thorrington.ac.nz,Juliana Rae,http://www.thorrington.ac.nz,22A Colombo Street,Cashmere,Christchurch,22A Colombo Street,Cashmere,Christchurch,8022,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2241,Tinwald School,03-3084555,admin@tinwald.school.nz,Peter Livingstone,http://www.tinwaldschool.weebly.com,131 Thomson Street,Tinwald,Ashburton,PO Box 5032,Tinwald,Ashburton,7741,Medium urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2242,Te Kura o Tuahiwi,03-3138521,office@tuahiwi.school.nz,Dot Singh,http://tuahiwi.school.nz,206 Tuahiwi Road,,Kaiapoi,206 Tuahiwi Road RD 1,,Kaiapoi,7691,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2243,View Hill School,03-3124336,principal@viewhill.school.nz,Pax O'Dowd,http://www.viewhill.school.nz,496 Island Road,,Oxford,496 Island Road RD 1,,Oxford,7495,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2244,Waiau School,03-3156027,office@waiau.school.nz,Megan Walker,http://waiau.school.nz,11 Montrose Street,,Waiau,11 Montrose Street,,Waiau,7332,Rural settlement,Contributing,,State,Co-Educational,,Te Tai Runga
2245,Waihao Downs School,03-6892734,office@waihaodowns.school.nz,Madelene Field,http://www.waihaodowns.school.nz,1139 Hakataramea Highway,Waihao Downs,Waimate,1139 Hakataramea Highway RD 7,,Waimate,7977,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2246,Waikari School,03-3144250,office@waikari.school.nz,Phoebe Todd,http://www.waikari.school.nz/WebSpace/30/,23 Princes Street,,Waikari,23 Princes Street,,Waikari,7420,Rural settlement,Full Primary,,State,Co-Educational,,Te Tai Runga
2247,Pegasus Bay School,03-9207000,admin@pegasusbay.school.nz,Jared Kelly,http://www.pegasusbay.school.nz,5 Solander Road,,Pegasus,5 Solander Road,,Pegasus,7612,Small urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2248,Waimairi School,03-3529208,admin@waimairi.school.nz,Chris Panther,http://www.waimairi.school.nz/,1 Tillman Avenue,,Christchurch,1 Tillman Avenue,Strowan,Christchurch,8052,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2249,Waimataitai School,03-6845566,office@waimataitai.school.nz,Lara Sargent (Acting),http://www.waimataitai.school.nz,25 Trafalgar Street,,Timaru,25 Trafalgar Street,Maori Hill,Timaru,7910,Medium urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2250,Waimate Centennial School,03-6898295,office@centennial.school.nz,Mandy Woods,http://centennial.ultranet.school.nz,5 Hughes Street,,Waimate,5 Hughes Street,,Waimate,7924,Small urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2251,Waimate Main School,03-6898887,office@waimatemain.school.nz,Anna Nicolson,http://www.waimatemain.school.nz,25 John Street,,Waimate,25 John Street,,Waimate,7924,Small urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2252,Waipara School,03-3146814,office@waipara.school.nz,Yvonne Blair,http://www.waipara.school.nz,2 Loffhagen Drive,,Waipara,PO Box 11,,Waipara,7447,Rural settlement,Full Primary,,State,Co-Educational,,Te Tai Runga
2253,Wairakei School (Christchurch),03-3518033,office@wairakeichch.school.nz,Catherine Parkes,http://www.wairakeichch.school.nz,250 Wairakei Road,Bryndwr,Christchurch,250 Wairakei Road,Bryndwr,Christchurch,8053,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2254,Waituna Creek School,03-6897438,office@waitunacreek.school.nz,Moragh Sutherland,http://www.waitunacreek.school.nz/,178 Waituna School Road,,Waimate,178 Waituna School Road RD 8,,Waimate,7978,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2255,Wakanui School,03-3023899,office@wakanui.school.nz,Trena Watt,http://www.wakanui.school.nz,Wakanui School Road,,Ashburton,20 Wakanui School Road RD 7,,Ashburton,7777,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2256,Waltham School,03-3793137,admin@waltham.school.nz,Tim Evers,http://www.waltham.school.nz,Hastings Street East,Waltham,Christchurch,Hastings Street East,Waltham,Christchurch,8023,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2257,Weedons School,03-3478740,office@weedons.school.nz,Robert Naysmith,http://www.weedons.school.nz,135 Weedons Ross Road,Weedons,Christchurch,135 Weedons Ross Road RD 5,,Christchurch,7675,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2258,West Eyreton School,03-3125850,office@westeyreton.school.nz,Lisa Duff,http://www.westeyreton.school.nz,1651 North Eyre Road,West Eyreton,Rangiora,1651 North Eyre Road RD 5,,Rangiora,7475,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2259,West Melton School,03-3478448,office@westmelton.school.nz,Tracey Riley,http://westmelton.school.nz/,Weedons Ross Road,,West Melton,743 Weedons Ross Road,,West Melton,7618,Small urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2260,Te Ara Koropiko West Spreydon School,03-3388184,admin@westspreydon.school.nz,Marriene Langton,http://www.westspreydon.school.nz,147 Lyttelton Street,Spreydon,Christchurch,147 Lyttelton Street,Spreydon,Christchurch,8024,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2261,Westburn Te Kura O Hereora,03-3588173,admin@westburn.school.nz,Susan Jennison,http://www.westburn.school.nz,257 Waimairi Road,Ilam,Christchurch,257 Waimairi Road,Ilam,Christchurch,8041,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2262,Wharenui School,03-3485263,helen.tuuta@wharenui.school.nz,Tracey Young,http://www.wharenui.school.nz,Matipo Street,Riccarton,Christchurch,Matipo Street,Riccarton,Christchurch,8041,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2263,Whataroa School,027-7534061,principal@whataroa.school.nz,Judy Elvidge (Acting),http://www.whataroa.school.nz,65 Scally Road,,Whataroa,PO Box 50,,Whataroa,7857,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2264,Longbeach School,03-3026643,office@longbeach.school.nz,Neil Simons,http://www.longbeach.school.nz,Boundary Road,,Ashburton,838 Boundary Road RD 3,,Ashburton,7773,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2265,Windwhistle School,03-3186828,office@windwhistle.school.nz,Bronwen Seaward,http://www.windwhistle.school.nz,19 Rakaia Gorge Road,,Darfield,19 Rakaia Gorge Road RD 2,,Darfield,7572,Rural other,Contributing,,State,Co-Educational,,Te Tai Runga
2266,Woodbury School,03-6922817,office@woodbury.school.nz,Mike de Joux,http://www.woodbury.school.nz,559 Woodbury Road,,Geraldine,559 Woodbury Road RD 21,,Geraldine,7991,Rural other,Contributing,,State,Co-Educational,,Te Tai Runga
2267,Woodend School,03-3127808,office@woodend.school.nz,Andrew Retallick,http://www.woodend.school.nz/,Main North Road,,Woodend,PO Box 93,,Woodend,7641,Small urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2268,Yaldhurst School – Tōtara Tūkaha,03-3427933,secretary@yaldhurst.school.nz,Gretchen Cocks,http://www.yaldhurst.school.nz,48 School Road,,Yaldhurst,48 School Road RD 6,,Christchurch,7676,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2269,Mangakōtukutuku College,07-899 8057,enquiries@mkt.school.nz,Jim Hay-Mackenzie,https://www.mkt.school.nz/,6 Collins Road,Glenview,Hamilton,6 Colins Road,Glenview,Hamilton,3206,Major urban area,Secondary (Year 7-15),,State,Co-Educational,,Te Tai Whenua
2270,Chapel Downs Junior College (Proposed opening date: 2027-01-01),,,,,170 Dawson Road,Flat Bush,Auckland,170 Dawson Road,,Auckland,,Major urban area,Restricted Composite (Year 7-10),,State,Co-Educational,,Te Tai Raro
2271,Koromiko Mākoha (Proposed opening date: 2027-01-25),,,,,,,,,,,,,Full Primary,,State,Co-Educational,,Te Tai Runga
2272,Te Kura aa Iwi o Ngaati Kauwhata,06-328 9895,,Amohia Rolls,https://kauwhata.school.nz/,2959 Cheltenham Hunterville Road,,Feilding,RD 7 Cheltenham,,Feilding,4777,Rural other,Composite,,State,Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua
2273,Te Kāpehu Whetū,09-955 9996,,Raewyn Tipene,http://www.tkw.ac.nz,171 Lower Dent Street,,Whangarei,171 Lower Dent Street,,Whangarei,110,Large urban area,Composite,,State,Co-Educational,,Te Tai Raro
2274,Māruawai College,03-2089130,seniorcampus@maruawai.school.nz,Melanie Hamilton,http://www.maruawai.school.nz/,28 Coutts Road,,Gore,Private Bag 50024,,Gore,9740,Small urban area,Secondary (Year 7-15),,State,Co-Educational,,Te Tai Runga
2275,Elim Christian College Henderson,09-538 0368,,Andy Lawrence,,80 Central Park Drive,Henderson,Auckland,159 Botany Road,Botany,Auckland,2010,Major urban area,Full Primary,,State : Integrated,Co-Educational,,Te Tai Raro
2276,Elim Christian College Mt Albert,09-320 3592,,Tania Calvert,https://elimmtalbert.school.nz/,1 McLean Street,Mt Albert,Auckland,"P O Box 77020, Mt Albert, Auckland 1025",Mount Albert,Auckland,1025,Major urban area,Composite,,State : Integrated,Co-Educational,,Te Tai Raro
2277,Porirua Montessori Primary School,021-08427037,poriruamontessori@gmail.com,Lisa Dei Gratia,http://www.poriruamontessori.org/,39 Cleat Street,Whitby,Porirua,39 Cleat Street,Cannons Creek,Porirua,5024,Large urban area,Full Primary,,Private : Fully Registered,Co-Educational,,Te Tai Runga
2278,Te Kura ā Iwi o Te Waimate (Proposed opening date: 2027-04-27),,,,,421 Te Ahu Ahu Road,,Waimate,421 Te Ahu Ahu Road,,Waimate,,Rural other,Full Primary,,State,Co-Educational,,Te Tai Raro
2279,Te Kura Kaupapa Māori o Ngā Papaonekura,09-8835116,,Ian Murano,https://ngaapapaonekura.school.nz/,38 Park Estate Road,Papakura,Auckland,PO Box 72554,Papakura,Auckland,2113,Major urban area,Composite,,State,Co-Educational,,Te Tai Raro
2280,Mastery Schools New Zealand - Arapaki,03-365 5022,jo@msnz.school.nz,Jo Jessep (Acting),https://msnz.school.nz/,8 Kennedy Place,Hillsborough,Christchurch,8 Kennedy Place,Hillsborough,Christchurch,8022,Major urban area,Full Primary,,Charter School,Co-Educational,,Te Tai Runga
2281,The BUSY School NZ,0800-005 565,,Moana Va'aelua,https://thebusyschool.org.nz/,75 Karangahape Road,Auckland Central,Auckland,75 Karangahape Road,Auckland Central,Auckland,1010,Major urban area,Secondary (Year 9-15),,Charter School,Co-Educational,,Te Tai Raro
2282,Ecole Francaise Internationale Auckland,09-242 4442,,Stephanie Layec,https://www.ecole-francaise.nz,131 Remuera Road,Remuera,Auckland,131 Remuera Road,Remuera,Auckland,1050,Major urban area,Contributing,,Charter School,Co-Educational,,Te Tai Raro
2283,Te Rito - Te Kura Taiao,09-406 0224,,Lovinia Chapman,https://kurataiao.school.nz/,11 Aurere Beach Road,,Taipa,11 Aurere Beach Road,,Taipa,420,Rural other,Composite,,Charter School,Co-Educational,,Te Tai Raro
2284,Christchurch North College,03-2440252,,Justin Fields,https://www.cnc.school.nz,19 Sheffield Crescent,Burnside,Christchurch,19 Sheffield Crescent,Burnside,Christchurch,8053,Major urban area,Secondary (Year 7-15),,Charter School,Co-Educational,,Te Tai Runga
2285,Galaxy International College (Proposed opening date: 2026-07-20),09-3566688,,Bruce Minogue,,Level 3 48 Courthouse Lane,Auckland CBD,Auckland,Level 3,,Auckland,,Major urban area,Secondary (Year 9-15),,Private : Provisionally Registered,Co-Educational,,Te Tai Raro
2286,North West College,020-591 92011,,Michelle Randles,,111B Lincoln Road,Henderson,Auckland,111B Lincoln Road,Henderson,Auckland,610,Major urban area,Secondary (Year 7-15),,Charter School,Co-Educational,,Te Tai Raro
2287,TIPENE,021-2289068,office@tipene.co.nz,Nathan Durie,https://tipene.co.nz/,1832 Great South Road,,Bombay,1832 Great South Road RD1,,Bombay,2675,Rural other,Secondary (Year 9-15),,Charter School,Boys School,,Te Tai Raro
2288,Queenstown Grammar School (Proposed),027-340 3900,,,http://www.queenstown-grammar.school.nz,1 Coronet Peak Station Road,,Queenstown,1 Coronet Peak Station Road,,Queenstown,9349,Rural other,Full Primary,,Private : Provisionally Registered,Co-Educational,,Te Tai Runga
2289,Te Hikoi Activity Centre,0800-270 806,mcollis.tehikoi@aorere.ac.nz,,https://tehikoi.school.nz/,Gate 11A 54 Otara Road,Otara,Auckland,PO Box 23084,Manukau,Auckland,2155,Major urban area,Activity Centre,,State,,,Te Tai Raro
2290,Te Pā Wānanga o Ōmaka Marae,,,Ripeka Tamepo,,Ōmaka Marae,,Blenheim,Ōmaka Marae,,Blenheim,,Medium urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2291,Mangawhai Hills College,,,Cherylene Neels,https://www.mangawhaihills.school.nz,106 Tara Road,,Mangawhai,106 Tara Road RD 2,Kaiwaka,Mangawhai,573,Rural other,Composite,,Private : Provisionally Registered,Co-Educational,,Te Tai Raro
2292,Twin Oaks Classical School,,,Amanda Goodchild,https://www.twinoaks.school.nz/,418-422 Mount Albert Road,Mt Roskill,Auckland,300 Great South Road,Greenlane,Auckland,1051,Major urban area,Composite,,Charter School,Co-Educational,,Te Tai Raro
2293,Totara Point School,09-399 2802,,Blas Ortiz,https://totarapoint.school.nz/,303 Manukau Road,Epsom,Auckland,Parnel Road,Parnell,Auckland,1052,Major urban area,Contributing,,Charter School,Co-Educational,,Te Tai Raro
2294,Abbotsford School,03-4882642,office@abbotsford.school.nz,Stephanie Madden,http://www.abbotsford.school.nz,72 North Taieri Road Abbotsford,Karaka,Dunedin,PO Box 13211,Green Island,Dunedin,9052,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2295,Alexandra Primary School,03-4488340,admin@alexprim.school.nz,Fiona Mackley,http://www.alexprim.school.nz,2 Ventry Street,,Alexandra,Ventry Street,,Alexandra,9320,Small urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2296,Andersons Bay School,03-4544413,admin@andybay.ac.nz,Pauline Simpson,http://www.andybay.ac.nz,92 Jeffery Street,Andersons Bay,Dunedin,92 Jeffery Street,Andersons Bay,Dunedin,9013,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2297,Ardgowan School,03-4331366,office@ardgowan.school.nz,Ryan Fraser,https://www.ardgowan.school.nz/,Ardgowan Road,,Oamaru,286 Ardgowan Road RD 1D,,Oamaru,9492,Rural other,Full Primary,,State,Co-Educational,,Te Tai Runga
2298,Arthur Street School,03-4776524,secretary@arthurst.school.nz,Kim Blackwood,http://www.arthurst.school.nz,26 Arthur Street,City Rise,Dunedin,26 Arthur Street,City Rise,Dunedin,9016,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2299,Fenwick School,03-4348209,office@fenwick.school.nz,Rodney McLellan,http://www.fenwick.school.nz,25A Arun Street,South Hill,Oamaru,25A Arun Street,South Hill,Oamaru,9400,Medium urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2300,Balaclava School,03-4884667,reception@balaclava.school.nz,Gary Marsh,http://www.balaclava.school.nz/,2 Mercer Street,Balaclava,Dunedin,2 Mercer Street,Kenmure,Dunedin,9011,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2301,Balclutha School,03-4190103,admin@balclutha.school.nz,Vicki Neave,http://www.balclutha.school.nz,Lanark Street,,Balclutha,19 Lanark Street,,Balclutha,9230,Small urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2302,Balmacewen Intermediate,03-466 7251,office@balmacewen.school.nz,Corey Todd,http://www.balmacewen.school.nz,44 Chapman Street,Wakari,Dunedin,44 Chapman Street,Wakari,Dunedin,9010,Major urban area,Intermediate,,State,Co-Educational,,Te Tai Runga
2303,Bradford School,03-4536254,office@bradford.school.nz,Emma Knopp,http://www.bradford.school.nz,42A Bradford Street,Bradford,Dunedin,42A Bradford Street,Bradford,Dunedin,9011,Major urban area,Contributing,,State,Co-Educational,,Te Tai Runga
2304,Broad Bay School,03-4780706,office@broadbay.school.nz,Rebecca Gilbertson,http://www.broadbay.school.nz,4 Roebuck Rise,Broad Bay,Dunedin,4 Roebuck Rise,Broad Bay,Dunedin,9014,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2305,Brockville School,03-4763717,office@brockville.school.nz,Steve Turnbull,http://www.brockville.school.nz,Brockville Road,Brockville,Dunedin,263Brockville Road,Brockville,Dunedin,9011,Major urban area,Full Primary,,State,Co-Educational,,Te Tai Runga
2306,Clinton School,03-4157151,admin@clinton.school.nz,Karin Hopkins,http://www.clintonprimary.school.nz,Halsey Street,,Clinton,22 Halsey Street,,Clinton,9534,Rural settlement,Full Primary,,State,Co-Educational,,Te Tai Runga
