Sr No,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),County Description,Email,Phone No.,Principal Name,Local Authority Description,Ethos Description,Female,Male,Total
2729,Ennis Educate Together NS,Gort Road,Ennis,Co. Clare,Clare,info@eetns.ie,0656820070,David Quinn,Clare County Council,Multi Denominational,61,83,144
2730,KILLASHEE MULTI-DENOMINATIONAL NS,KILCULLEN ROAD,NAAS,CO KILDARE,Kildare,killasheemdns@gmail.com,045881636,Marian Fox,Kildare County Council,Multi Denominational,101,123,224
2731,"SCOIL MHUIRE N.S.,",SCHULL,CO CORK,,Cork,info@schullns.com,02828400,Mairead Drinan,Cork County Council,Catholic,68,83,151
2732,ST. JOSEPHS N. S.,Convent Road,Ballinrobe,Co. Mayo,Mayo,principal@stjosephsballinrobe.net,0860850171,Dymphna Culhane,Mayo County Council,Catholic,211,240,451
2733,ST PETERS NS,Saint Peter's Road,Phibsborough,Dublin 7,Dublin,rryan@stpetersns.net,018680501,Raymond Ryan,Dublin City Council,Catholic,195,214,409
2734,ST ULTANS NS,Cherry Orchard Avenue,Ballyfermot,Dublin 10,Dublin,office@stultans.ie,016434599,Brendan Goggin,Dublin City Council,Catholic,192,167,359
2735,SCOIL CHRIOST AN SLANAITHEOIR,Ballingarry,Co. Limerick,,Limerick,office@ballingarryns.com,06968402,Mary Hanley,Limerick County Council,Catholic,100,104,204
2736,GAELSCOIL BHRIAN BÓROIMHE,Coill na nÚll,Sord,Co. Átha Cliath,Dublin,oifig@gsbb.ie,018902799,Pádraig Ó Conchubhair,Fingal County Council,Inter Denominational,234,207,441
2737,Gaelscoil na gCeithre Maistri,Páirc an tSrutháin,Baile Dhún na nGall,Co Dhún na nGall,Donegal,gaelscoil4m@gmail.com,0749721095,Eoghan Ó Gráda,Donegal County Council,Inter Denominational,30,25,55
2738,GAELSCOIL BHUN CRANNCHA,ASCAILL AN CHAISLEAIN,BUN CRANNCHA,CO. DHÚN NA nGALL,Donegal,gsbc1999@gmail.com,0749361988,Pól Mac Daibhéid,Donegal County Council,Inter Denominational,38,29,67
2739,Castleknock Educate Together NS,Beechpark Avenue,Castleknock,Dublin 15,Dublin,secretary@cetns.ie,018219331,Aedín Ní Thuathail,Fingal County Council,Multi Denominational,171,203,374
2740,The Sacred Heart Primary NS,Granard,Co. Longford,,Longford,sacredheartpsgranard@gmail.com,0436686894,Francis Gray,Longford County Council,Catholic,138,112,250
2741,ST FERGUS PRIMARY SCHOOL,South Mall,Glin,Co. Limerick,Limerick,office@stfergusns.ie,06834344,Deirdre Kennelly,Limerick County Council,Catholic,77,82,159
2742,JOHN SCOTTUS NS,157 Rathmines Road Lower,Rathmines,Dublin 6,Dublin,primary@johnscottus.ie,016609309,Niall Callaghan,Dublin City Council,Multi Denominational,51,85,136
2743,ST AUDOENS NS,Cook Street,Merchant's Quay,Dublin 8,Dublin,info@staudoens.ie,016779856,Eilish Meagher,Dublin City Council,Catholic,87,84,171
2744,STAR OF THE SEA PRIMARY SCHOOL,Maulbaun,Passage West,Co. Cork,Cork,office@staroftheseapw.ie,0214842072,Aine Corrigan,Cork County Council,Catholic,166,186,352
2745,SCOIL NIOCLAIS,Bellevue Road,Frankfield,Grange,Cork,scoilnioclaisfrankfield@gmail.com,0214899567,Marc Ó Síocháin,Cork City Council,Catholic,383,331,714
2746,Gaelscoil Mhainistir na Corann,Bán Sheáin,Mainitir na Corann,Co. Chorcaí,Cork,priomhoide@gsmnc.ie,0214613599,Áine Ní Shúilleabháin,Cork County Council,Catholic,264,286,550
2747,"St. John the Apostle, Knocknacarra NS",Western Distributor Road,Galway,,Galway,principal@knocknacarrans.ie,091573027,Fiona Keane,Galway City Council,Catholic,190,210,400
2748,S N MHUIRE SENIOR SCHOOL,Blessington,Co. Wicklow,,Wicklow,info@stmarysns.ie,045900499,Lisa Hogan,Wicklow County Council,Catholic,143,153,296
2749,Holy Family National School,RATHMORE,CO KERRY,,Kerry,hfnsrathmorekerry@gmail.com,0647758492,PAUL HORAN,Kerry County Council,Catholic,104,131,235
2750,CAHERCIVEEN N S,O'Connell Street,Cahirciveen,Co. Kerry,Kerry,scoilsaidhbhin@gmail.com,0669472294,Treasa Ní Chróinín,Kerry County Council,Catholic,67,81,148
2751,SCOIL CROI NAOFA,Bunnanadden,Co. Sligo,,Sligo,scnbunn@gmail.com,0719189064,Una Clarke,Sligo County Council,Catholic,47,34,81
2752,SCOIL BRÍD,Oldtown,Naas,Co. Kildare,Kildare,office@scoilbhridenaas.com,045889562,Íde Young,Kildare County Council,Catholic,261,351,612
2753,SCOIL EINNE,An Spidéal,Co. na Gaillimhe,,Galway,scoileinnespideal@gmail.com,091504970,Pádraigín Ní Lionnáin,Galway County Council,Catholic,81,90,171
2754,Glor na Mara NS,Convent Hill,Tramore,Co. Waterford,Waterford,glornamaraoffice@gmail.com,051386104,Patrick O'Mahony,Waterford County Council,Catholic,186,195,381
2755,SCOIL BHRIDE,Chapel St,Clonaslee,Co. Laois,Laois,clonasleens@gmail.com,0578648334,JOHN O SULLIVAN,Laois County Council,Catholic,49,78,127
2756,St Tiarnach's Primary School,Roslea Road,Clones,Co. Monaghan,Monaghan,info@sttiarnachs.ie,04751398,Majella Beggan,Monaghan County Council,Catholic,89,128,217
2757,SCOIL MHUIRE AGUS IOSAF,Collooney,Co. Sligo,,Sligo,collooneyns@gmail.com,0719167763,Paul Colreavy,Sligo County Council,Catholic,106,135,241
2758,GAELSCOIL RIABHACH,Bóthar Ráth Rodaigh,Cois Móna,Baile Locha Riach,Galway,oifig@gaelscoilriabhach.ie,091847865,Pól Mag Lionáin,Galway County Council,Multi Denominational,92,78,170
2759,ST MARYS N.S.,Edgeworthstown,Co. Longford,,Longford,stmarysnsetown@gmail.com,0436671750,Alan Conroy,Longford County Council,Catholic,179,173,352
2760,CROSSMOLINA N.S.,Crossmolina,Co. Mayo,,Mayo,cnsprincipal16@yahoo.com,09631768,Caroline Kennedy,Mayo County Council,Catholic,116,119,235
2761,Gaelscoil de hIde,Cnoc na Crúibe,Bóthar na Gaillimhe,Co. Ros Comáin,Roscommon,eolasgaelscoildehide@gmail.com,0906628860,Orla Ní Chuinneagáin,Roscommon County Council,Catholic,83,66,149
2762,Scoil na Maighdine Mhuire,Ennis Road,Newmarket-on-Fergus,Co. Clare,Clare,office@smmnof.com,061368333,Moira McMahon,Clare County Council,Catholic,127,111,238
2763,ST MATTHEWS MIXED N.S,Drinan,Ballymahon,Co. Longford,Longford,stmatthewsns@gmail.com,0906432578,Herbert Farrell,Longford County Council,Catholic,177,196,373
2764,SCOIL TEAMPALL TOINNE,Ballyporeen,Cahir,Co. Tipperary,Tipperary,ballyporeenns@gmail.com,0527467536,Shane Molan,Tipperary (Sr) County Council,Catholic,70,65,135
2765,ST PATRICKS NS,St. Patrick's National School,Diswellstown Lawn,Castleknock,Dublin,info@stpatricksns.ie,018249930,Seamus MacConámha,Fingal County Council,Catholic,403,464,867
2766,Dublin 7 Educate Together NS,Grangegorman Upper,Dublin 7,,Dublin,Secretary@d7educatetogether.com,018943111,Fionnuala McHugh,Dublin City Council,Multi Denominational,234,281,515
2767,SCOIL DEAN CUSSEN,Kilmallock Road,Bruff,,Limerick,office@scoildeancussen.ie,061382568,Shane Mullane,Limerick County Council,Catholic,113,106,219
2768,ST MICHAELS N. S.,Clifferna,Stradon,Co. Cavan,Cavan,office@cliffernans.ie,0494330096,Catriona Donohoe,Cavan County Council,Catholic,26,24,50
2769,Mary Mother of Hope Senior NS,Littlepace,Castaheany,Dublin 15,Dublin,school@hopens.ie,018128693,Áine Fitzpatrick,Fingal County Council,Catholic,181,248,429
2770,INCHICORE NS,Sarsfield Road,Inchicore,Dublin 10,Dublin,office@inchicorens.ie,014536505,Breda McEvoy,Dublin City Council,Catholic,107,94,201
2771,SCOIL MHUIRE FATIMA BOYS SENIOR,North Monastery Road,Cork,,Cork,secretary@northmonprimary.net,0214305020,Charles O'Brien,Cork City Council,Catholic,68,139,207
2772,THE HAROLD SCHOOL,Eden Road,Glasthule,Co. Dublin,Dublin,admin@haroldschool.ie,012805708,Dervla Nic Mhathúna,Dun Laoghaire Rathdown,Catholic,325,317,642
2773,SCOIL IOSA,Abbeyquarter,Ballyhaunis,Co. Mayo,Mayo,iosaballyhaunis@gmail.com,0949630310,Gerard K. Dennedy,Mayo County Council,Catholic,187,198,385
2774,WATERPARK N S,Park Road,Waterford,,Waterford,info@waterparkns.com,051853071,Aileen Moriarty (Acting),Waterford City Council,Catholic,113,122,235
2775,GAELSCOIL CHOIS FEABHAILL,"Lána Baile an Ealaigh,",Bun an Phobail,Co. Dhún na nGall,Donegal,info@gaelscoilcoisfeabhail.com,0749385762,Áine Bean Uí Chnáimhsí,Donegal County Council,Catholic,47,28,75
2776,Swords Educate Together NS,Glen Ellan Road,Millers Glen,Swords,Dublin,info@swordseducatetogether.ie,018903899,Aoife Malone,Fingal County Council,Multi Denominational,184,210,394
2777,Le Cheile Educate Together NS,Mornington Road,Drogheda,Co. Louth,Louth,lecheile.etns@gmail.com,0419847427,Susan McCullen,Louth County Council,Multi Denominational,196,187,383
2778,SCOIL MHUIRE AGUS N.TREASA,Currow,Killarney,Co. Kerry,Kerry,currownationalschool@gmail.com,0669764616,Margaret Hanafin,Kerry County Council,Catholic,51,69,120
2779,GAELSCOIL CHALADH AN TREOIGH,Caisleán Nua,Bóthar Bhaile Átha Cliath,Caladh an Treoigh,Limerick,oifig@gaelcat.com,061502214,Frankie Uí Fhrainclín,Limerick County Council,Catholic,211,201,412
2780,ST FACHNAN & ST ATTRACTAS N S,Kilcarragh,Kilfenora,Co. Clare,Clare,kilfenorans@gmail.com,0657088217,Thomas Coyne,Clare County Council,Catholic,26,31,57
2781,HOLY FAMILY NATIONAL SCHOOL,East Rock,Ballyshannon,Co. Donegal,Donegal,principal@holyfamilyballyshannon.ie,0719851689,Sarah-Jane Lewis,Donegal County Council,Catholic,87,106,193
2782,GAELSCOIL MHUSCRAÍ,Sean Íochtarach,An Bhlárna,Co. Chorcaí,Cork,oifig@gaelscoilmhuscrai.ie,0214516874,Cáit Ní Shiúrtáin,Cork City Council,Catholic,101,94,195
2783,NORTH DUBLIN MUSLIM NS,Dominican Campus,Navan Road,Dublin 7,Dublin,principal@ndmns.com,018689587,Gráinne Murray,Dublin City Council,Muslim,201,190,391
2784,ST JOHN THE BAPTIST BOYS SCHOOL,Old Road,Cashel,Co. Tipperary,Tipperary,reception@cashelprimaryschools.ie,06261833,Will Ryan,Tipperary (Sr) County Council,Catholic,,268,268
2785,BUNSCOIL GLEANN SIDHEAIN,Cappoquin,Co. Waterford,,Waterford,cappoquinschool@gmail.com,05854015,Martin Delaney,Waterford County Council,Catholic,91,98,189
2786,Tralee Educate Together NS,Collis Sandes House,Kileen,Oakpark,Kerry,info@tralee-educate-together.com,0667180506,Mary Brosnan,Kerry County Council,Multi Denominational,47,41,88
2787,Gaelscoil Nas na Riogh,Cnoc an Phíobaire,An Nás,Co. Chill Dara,Kildare,gaelscoilnas@yahoo.ie,045898766,Anita Mhic Gib,Kildare County Council,Inter Denominational,200,185,385
2788,Waterford Educate Together NS,Paráid na bPáistí,Carrickphierish Road,,Waterford,admin@wetns.ie,051355714,Patrick Pender -Acting Principal,Waterford City Council,Multi Denominational,162,224,386
2789,Donabate/Portrane Educate Together NS,Ballisk Common,Beaverstown Road,Donabate,Dublin,susan.clarke@dpetns.ie,018434573,Susan Clarke,Fingal County Council,Multi Denominational,193,221,414
2790,S.N EOIN BAISTE,Fatima,Castletown,Dundalk,Louth,scoileoinbaiste@gmail.com,0429331575,Roisin Hughes,Louth County Council,Catholic,76,88,164
2791,Navan Educate Together NS,Commons Road,Navan,Co. Meath,Meath,etnavan@hotmail.com,0469060305,Eleanor Barker,Meath County Council,Multi Denominational,98,115,213
2792,GAELSCOIL MHOSHIOLOG,An Chraobach,Bóthar Charn an Bhua,Guaire,Wexford,eolasgm@gmail.com,0539484028,Aodhagán Ó Súird,Wexford County Council,Multi Denominational,92,60,152
2793,Griffeen Valley Educate Together NS,Griffeen Glen Boulevard,Lucan,Co. Dublin,Dublin,info@gvet.ie,016219819,Andrea Burke Khan,South Dublin County Council,Multi Denominational,231,235,466
2794,GAELSCOIL EIRNE,Fearainn an Bhaile,Béal Átha Seannaigh,Co. Dhún na nGall,Donegal,gaelscoileirne@gmail.com,0719822780,Laura McShea,Donegal County Council,Inter Denominational,18,11,29
2795,Glasnevin Educate Together NS,Griffith Avenue,Glasnevin,Dublin 11,Dublin,scoilgetns@gmail.com,018572086,Roisin Conlon,Dublin City Council,Multi Denominational,195,215,410
2796,CASTLETOWN N.S,Elderfield Building,Castletown,Co. Laois,Laois,office@castletownps.ie,0578732307,Ms Jemma Lynch,Laois County Council,Catholic,62,49,111
2797,SCOIL CHOILL MHIC THOMAISIN,Rossmire,Kilmacthomas,Co. Waterford,Waterford,kilmacps@gmail.com,051294627,Tim Ryan,Waterford County Council,Catholic,73,60,133
2798,Ardee Educate Together NS,Dundalk Road,Ardee,Co. Louth,Louth,ardeeetns@gmail.com,0416853774,Ann Middleton,Louth County Council,Multi Denominational,72,105,177
2799,ST JOSEPHS N S,Kingscourt,Co. Cavan,,Cavan,office@sjkns.net,0429667528,Mary Kennelly,Cavan County Council,Catholic,174,203,377
2800,ST ANNES PRIMARY SCHOOL,Kilcarrig Avenue,Tallaght,Dublin 24,Dublin,principal@stannesprimaryschool.com,014515850,Ray Lynn,South Dublin County Council,Catholic,148,153,301
2801,Scoil Éanna,Ballybay,Co. Monaghan,,Monaghan,principal@scoileanna.ie,0429741172,Diane Murphy,Monaghan County Council,Catholic,120,108,228
2802,Limerick City East Educate Together NS,Dromdarrig,Mungret,County Limerick,Limerick,letsnationalschool@gmail.com,061300889,Michael Quealy,Limerick County Council,Multi Denominational,195,178,373
2803,Rush and Lusk Educate Together NS,Raheny Lane,Rathmore Road,Lusk,Dublin,office@ralet.ie,018430525,Noel Reilly,Fingal County Council,Multi Denominational,178,215,393
2804,Newbridge Educate Together NS,Green Road,The Curragh,Co. Kildare,Kildare,admin@netns.ie,045445710,Eimear Carey,Kildare County Council,Multi Denominational,205,201,406
2805,Wicklow Educate Together NS,Hawkstown Road,Wicklow Town,,Wicklow,info@wicklowetns.com,040462786,Sinéad Watson,Wicklow County Council,Multi Denominational,160,217,377
2806,ST STEPHENS NS,Johnstown,Navan,Co. Meath,Meath,info@ststephensns.ie,0469020080,Fidelma Nolan,Meath County Council,Catholic,413,392,805
2807,SCOIL NAOMH EOIN,Clonmagadden Valley,Windtown,Navan,Meath,office@scoilnaomheoin.com,0469075803,Enda Lydon,Meath County Council,Catholic,184,191,375
2808,GAELSCOIL AN RAITHIN,An Drom Dearg,Mungairit,Luimneach,Limerick,gaelscoilanraithin@gmail.com,061308882,Michele Ní Fhátharta,Limerick City Council,Catholic,204,185,389
2809,ST ENDAS NS,Kilnadur,Dunmanway,Co. Cork,Cork,info@stendasns.ie,0238855051,Liam Cotter,Cork County Council,Catholic,17,13,30
2810,Castaheany Educate Together NS,Ongar Village,Dublin 15,,Dublin,office@castaheanyetns.ie,016467484,Sheila Gaughan,Fingal County Council,Multi Denominational,179,183,362
2811,DIVINE MERCY SENIOR NATIONAL SCHOOL,Balgaddy,Lucan,Co. Dublin,Dublin,dmbalgaddysns@gmail.com,014670689,Regina Halpin,South Dublin County Council,Catholic,135,139,274
2812,Mullingar Educate Together NS,Rathgowan,Mullingar,Co. Westmeath,Westmeath,mullingar.etns@gmail.com,0449348005,Róisín Nic Tighearnáin,Westmeath County Council,Multi Denominational,177,204,381
2813,Tullamore Educate Together NS,Collins Lane,Tullamore,Co. Offaly,Offaly,admin@tullamoreeducatetogether.ie,0579361190,Cathy Lyons,Offaly County Council,Multi Denominational,117,119,236
2814,HOLY TRINITY NATIONAL SCHOOL,Glencairn,Leopardstown,Dublin 18,Dublin,office@holytrinity.ie,012063664,James Tobin,Dun Laoghaire Rathdown,Catholic,271,315,586
2815,ST PETERS NATIONAL SCHOOL,"St Peters National School, COI",Rooske Rd,Dunboyne,Meath,office@stpetersnsdunboyne.com,018026741,Laura McGovern,Meath County Council,Church Of Ireland,47,50,97
2816,GAELSCOIL ÁTHA Í,An Tom Ard,Baile Átha Í,Co. Chill Dara,Kildare,oifig@gaelscoilathai.com,0598634200,Eoin Pluincéid,Kildare County Council,Inter Denominational,64,87,151
2817,SCOIL MOCHEALLÓG,Glenfield Road,Kilmallock,Co. Limerick,Limerick,info@kns.ie,06398319,Leonie Passmore,Limerick County Council,Catholic,130,151,281
2818,St. John the Evangelist National School,Station Road,Adamstown Castle,Co. Dublin,Dublin,office@stjohntheevangelistns.com,016540358,James Carroll,South Dublin County Council,Catholic,211,206,417
2819,Scoil Íosagáin,Church Road,Ballybunion,,Kerry,office@ballybunionprimary.ie,06827272,Ita Walsh,Kerry County Council,Catholic,99,103,202
2820,St Johns NS,Railway Road,Kenmare,Co. Kerry,Kerry,info@stjohnskenmare.ie,0646642598,Barry O'Leary,Kerry County Council,Catholic,184,211,395
2821,Scoil Chuimín & Caitríona,Carrowmanagh,Oughterard,Co. Galway,Galway,uachtarard@gmail.com,091552074,Micheál Ó Domhnaill,Galway County Council,Catholic,124,141,265
2822,RATOATH SENIOR NS,Fairyhouse Road,Ratoath,Co. Meath,Meath,admin@ratoathsns.ie,018254470,Maggie McGivern,Meath County Council,Catholic,166,153,319
2823,TYRRELSTOWN EDUCATE TOGETHER NATIONAL SCHOOL,Hollywood Road,Tyrellstown,Dublin 15,Dublin,info@tetns.ie,018272172,Tim Stapleton,Fingal County Council,Multi Denominational,246,265,511
2824,Balbriggan Educate Together NS,Hamlet Lane,Balbriggan,Co. Dublin,Dublin,info@balbrigganetns.com,016904635,Emma Grufferty,Fingal County Council,Multi Denominational,161,195,356
2825,MOHILL N S,Mohill,Co. Leitrim,,Leitrim,mohillns@gmail.com,0719631774,Maeve Heslin,Leitrim County Council,Catholic,122,117,239
2826,Scoil Mháirtin,Kilworth,Co. Cork,,Cork,office@kilworthns.ie,02568990,Helen Leddy,Cork County Council,Catholic,145,146,291
2827,ST MARYS PARISH PRIMARY SCHOOL,Dublin Road,Drogheda,Co. Louth,Louth,office@smpps.ie,0419845374,John Weir,Louth County Council,Catholic,460,507,967
2828,St Coen's National School,Merrymeeting,Rathnew,Co. Wicklow,Wicklow,secretary@stcoens.com,040431200,Lee Kavanagh,Wicklow County Council,Catholic,147,181,328
2829,S N EOIN POL II,Eoghanacht,Inis Mor,Oileain Arann,Galway,scoileoinpol11@gmail.com,09970016,MAIRE NI BHRIAIN,Galway County Council,Catholic,4,10,14
2830,Claregalway Educate Together NS,Lakeview,Claregalway,Co. Galway,Galway,info@claregalwayet.ie,091798356,Aoife Winston,Galway County Council,Multi Denominational,103,117,220
2831,GAELSCOIL LIATROMA,Cora Droma Rúisc,Co. Liatroma,,Leitrim,gaelscoilliatroma@gmail.com,0719671464,Caitríona Ní Dhálaigh,Leitrim County Council,Catholic,105,98,203
2832,Gorey Educate Together NS,Kilnahue Lane,Gorey,Co. Wexford,Wexford,info@goreyeducatetogether.ie,0539489662,Raymond Swan,Wexford County Council,Multi Denominational,174,195,369
2833,ST PAULS NS,Jamestown,Ratoath,Co. Meath,Meath,office@stpaulsratoath.ie,018257246,Stephen Harte,Meath County Council,Catholic,268,297,565
2834,SCOIL OILIBHEIR NAOFA,Coast Road,Bettystown,Co. Meath,Meath,office@bettystownschool.ie,0419887431,Maria White,Meath County Council,Catholic,176,221,397
2835,MOUNT PALMER NATIONAL SCHOOL,Kincon,Kilfian,Ballina,Mayo,mountpalmernats@gmail.com,09632225,Micheál Roche,Mayo County Council,Catholic,21,16,37
2836,St Columbanus National School,Loughlinstown Drive,Dun Laoghaire,Co. Dublin,Dublin,officestcolumbanusns@gmail.com,012821220,Carmel Murphy,Dun Laoghaire Rathdown,Catholic,51,62,113
2837,ST PAULS B N S,Lisduggan,Waterford,,Waterford,office@stpaulswaterford.com,051376752,Suzanne Griffin,Waterford City Council,Catholic,36,233,269
2838,GAELSCOIL UI EARCAIN,Bóthar Ghlas an Éin,Fionnghlas,Baile Átha Cliath 11,Dublin,priomhoide@gsue.ie,018643544,Leah Ní Mhaoláin,Dublin City Council,Catholic,120,128,248
2839,SCOIL CHUIL AODHA BARR D INSE,Cúil-Aodha,Máighchromtha,Co. Chorcaí,Cork,cuilaodhans@gmail.com,02645342,Muiris Ó Donnchú,Cork County Council,Catholic,30,28,58
2840,GAELSCOIL EISCIR RIADA,Bóthar an Ghrifín,Leamhcán,Co. Átha Cliath,Dublin,priomhoide@gser.ie,016210342,Seosamh Mac an Iomaire,South Dublin County Council,Catholic,191,185,376
2841,GAELSCOIL AN TSLI DALA,An Bealach Mór,Co. Laoise,,Laois,gaelscoilshlidala@gmail.com,050541810,Teresa Kennedy,Laois County Council,Inter Denominational,23,26,49
2842,NAGLE RICE PRIMARY SCHOOL,Milltown,Killarney,Co. Kerry,Kerry,office@naglericens.com,0669767625,Ms Aileen O'Dowd,Kerry County Council,Catholic,174,163,337
2843,SCOIL PHADRAIG,Newport Road,Westport,Co Mayo,Mayo,info@spw.ie,09826027,Fergus Seoighe,Mayo County Council,Catholic,180,158,338
2844,ST BENEDICTS NATIONAL SCHOOL,Ongar,Dublin 15,,Dublin,office@stbenedictsongar.com,016403011,Padraic Flesk,Fingal County Council,Catholic,312,310,622
2845,SCOIL CHAITRÍONA,Main Street,Cappamore,Co. Limerick,Limerick,secretarysch1@gmail.com,061381774,Nicola Blake,Limerick County Council,Catholic,27,55,82
2846,Letterkenny Educate Together NS,Kiltoy,Letterkenny,Co. Donegal,Donegal,info@letterkennyetns.ie,0749103794,Áine Fabisiak,Donegal County Council,Multi Denominational,199,221,420
2847,GAELSCOIL RIADA,Northgate Street,Gorteenacra,Baile Átha an Rí,Galway,priomhoide@gaelscoilriada.com,091850638,Maeve Ní Fhlaithearta,Galway County Council,Catholic,86,72,158
2848,Gaelscoil An Choillín,Bóthar na Lainne,An Muileann gCearr,Co. na hIarmhí,Westmeath,oifig@ganc.ie,0449330443,Lorraine Ní Sceallaigh,Westmeath County Council,Inter Denominational,74,80,154
2849,GAELSCOIL UI DRISCEOIL,Dunkettle,Glanmire,Co. Cork,Cork,gaelscoiluidrisceoil@gmail.com,0215003301,Pádraig Ó Céilleachair,Cork County Council,Multi Denominational,208,173,381
2850,Scoil Choilm Community NS,Porterstown Road,Clonsilla,Dublin 15,Dublin,scoilchoilm@sccns.ie,018213352,Rachel Connors,Fingal County Council,Multi Denominational,334,364,698
2851,Blessington Educate Together NS,Red Lane,Blessington,Co. Wicklow,Wicklow,office@betns.ie,045865281,Anita Collings,Wicklow County Council,Multi Denominational,46,49,95
2852,Gaelscoil na Lochanna,Cill Moloma,Baile Coimín,Co. Chill Mhantáin,Wicklow,priomhoide@gaelscoilnalochanna.com,045900525,Seán Ó Cearnaigh,Wicklow County Council,Inter Denominational,70,81,151
2853,Ennistymon National School,Ennistymon,Co. Clare,,Clare,etynns@gmail.com,0657071722,Noreen Murphy,Clare County Council,Catholic,30,34,64
2854,THE BILLIS NATIONAL SCHOOL,Billis,Glaslough,Co. Monaghan,Monaghan,principal@thebillisns.com,04788245,Laura mcAree,Monaghan County Council,Church Of Ireland,8,8,16
2855,Scoil Ghrainne Community National School,Phibblestown,Clonee,Dublin 15,Dublin,s.ghrainne@gmail.com,016402418,Jonathan Hanley,Fingal County Council,Multi Denominational,281,304,585
