Sr No,School Name,School Number,School Directer,Address,City,Province,Code postal,Phone Number,Fax Number,Region,School Email,Website
2712,Niagara Christian Collegiate,885142,Meredyth Campbell,2619 Niagara Parkway,Fort Erie,Ontario,L2A5M4,905-871-6980,905-871-9260,West Region,cbaird@niagaracc.com,http://www.niagaracc.com
2713,Niagara Christian Collegiate Middle Scho,669044,Meredyth Campbell,2619 Niagara Parkway,Fort Erie,Ontario,L2A5M4,905-871-6980,905-871-9360,West Region,ncc@niagaracc.com,www.niagaracc.com
2714,Niagara Classical Academy,668626,Ryan Eras,11 Rosedale Place,Welland,Ontario,L3B1J2,416-419-3813,,West Region,headmaster@niagaraclassical.com,www.niagaraclassical.com
2715,Nile Academy Blue Haven Campus,669644,Mehmet Gokce,5 Blue Haven Crescent,Toronto,Ontario,M9M1W6,647-748-6453,647-352-6453,Central Region,principal@nileacademy.ca,www.nileacademy.ca
2716,Nimbus Christian Education,884643,Gwyneth Zylstra,11643 Trafalgar Road,Georgetown,Ontario,L7G4S4,289-678-1721,,Central Region,office@nimbuseducation.ca,www.nimbuseducation.ca
2717,No. 1 Chinese School,669570,Biling Lin,212 Hillsview Drive,Richmond Hill,Ontario,L4C1T2,647-998-0928,,Central Region,amandalbl@yahoo.com,
2718,Noon Academy,880824,Dana Flynn,12 Rutherford Road,Brampton,Ontario,L6W3J1,905-216-3981,905-216-3982,Central Region,noonacademy@gmail.com,www.noonacademy.net
2719,Norfolk Forest School,667871,Bernt Solymar,1353 Charlotteville Road 8,Simcoe,Ontario,N3Y4K5,519-410-7376,,West Region,info@naturescalling.ca,www.naturescalling.ca
2720,North American Islamic Academy,887580,Arif Ahmad Shaikh,8 Donmore Ave.,Toronto,Ontario,M4J3V4,647-872-2475,,Toronto Region,admin@naislamicschool.com,https://naislamicschool.com/
2721,North Bay High School,884457,Steven Huang,2 Duncan Mill Road,North York,Ontario,M3B2V1,416-676-2370,,Toronto Region,james.shaw@northbayhighschool.com,
2722,North Hill Private School,878669,Doriana Velardo,9555 Weston Rd,Woodbridge,Ontario,L4H3A5,905-832-7783,905-832-7751,Central Region,woodbridge@northhillprivate.ca,northhillprivate.ca
2723,North Shore Parochial,667285,Rebecca Bowman,4373 Government Road 2,Desbarats,Ontario,P0R1E0,,,North Region,,
2724,North Star Christian Day School,889008,shirly brubacher,Mine Centre Road,Mine Centre,Ontario,P0W1H0,807-599-2798,,North Region,,
2725,North Star Forest-School,886625,Scott Matheson,248 Stokes Bay Road,Lions Head,Ontario,N0H1W0,519-379-1366,,West Region,info@campceltic.ca,
2726,North Star International School,665408,Ashwag Ali,880 ellesmere Rd,scarborough,Ontario,M1P2W6,416-335-4555,,Toronto Region,info@itskytech.com,https://onsic.ca/
2727,North Toronto Christian School,876895,Nicole Brouwer,255 Yorkland Blvd,Toronto,Ontario,M2J1S3,416-491-7667,416-491-3806,Central Region,admin@ntcs.on.ca,http://www.ntcs.on.ca
2728,North Uplands School of Canada,669569,Michael Stone,5280 Solar Drive,Mississauga,Ontario,L4W5M8,905-629-7888,,Central Region,michael.stone@nuschool.ca,www.nuschool.ca
2729,North Valley Parochial School,668014,Anthony Frey,950205 Hwy 569 2,Thornloe,Ontario,P0J1S0,,,North Region,,
2730,North Woolwich Parochial School,887641,Dorothy Brubacher,4194 Arthur St N 1,Elmira,Ontario,N3B2Z1,,,West Region,,
2731,North York Academy,883987,Demosthenes Aliferis,155 Consumers Road,Toronto,Ontario,M2J0A3,416-901-1988,,Central Region,study@nyatoronto.ca,www.nyatoronto.ca
2732,NorthCan Academy,666906,RESHMA MUKADAM,1465 TYNEBURN CRESCENT,MISSISSAUGA,Ontario,L4X1P7,437-522-7459,,Central Region,reshmasmukadam@gmail.com,northcanacademy.ca
2733,Northbridge Collegiate,886341,Yasir Nasir,115 Hillcrest ave,Mississauga,Ontario,L5B3Y9,647-409-8972,,Central Region,yasirnasir5@hotmail.com,algonquinonline.ca
2734,Northcrest Private School,667092,Hardeep Kaur,"268 Derry Road, West",Mississauga,Ontario,L5W0H6,647-854-0587,,North Region,info.northcrestps@gmail.com,
2735,Northern Valley Parochial School,666037,Sarah Shetler,328446 Highway 560 2,Charlton/Dack,Ontario,P0J1H0,,,North Region,,
2736,Northmount School,875287,Nicholas Kovacs,26 Mallard Rd,Toronto,Ontario,M3B1S3,416-449-8823,416-449-1244,Central Region,info@northmount.com,http://www.northmount.com
2737,Northside Christian School,881877,Anthony Horst,6020 Perth Line 87,Listowel,Ontario,N4W3G6,226-767-1344,,West Region,office@northsidechristianschool.org,
2738,Northstar Montessori Private School,878022,Maria Ramirez,4900 Tomken Rd,Mississauga,Ontario,L4W1J8,905-890-7827,905-890-6771,Central Region,admin@northstarmontessori.com,http://northstarmontessori.com
2739,Northumberland Christian School,880027,Ginette Mack,8861 Danforth Rd East Road,Cobourg,Ontario,K9A4J8,905-372-8766,905-372-6299,East Region,office@northumberlandchristian.ca,ncschool.wix.com/ncschool
2740,Northumberland Montessori School Inc.,878545,Claudia Langlois,8681 Danforth Road West RR#6,Cobourg,Ontario,K9A0T6,905-377-1439,,East Region,nms@bellnet.ca,www.northumberlandmontessorischool.ca
2741,Northway Collegiate,880672,Taher Saifuddin,700-55 Town centre court,Scarborough,Ontario,M1P4X4,647-286-1602,,East Region,northwaycollegiate@gmail.com,
2742,Nova Bridge School,887376,Mohammad Haddad,2390 Coho Way,Oakville,Ontario,L6M0G6,289-644-5751,,Central Region,info@novabridgeschool.com,www.novabridgeschool.com
2743,Nova High School Canada,884881,Sassan Mirzai,4699 Keele Street,North York,Ontario,M3J2N8,647-802-6682,,Central Region,Sandeeplubana9@gmail.com,www.NovahsCanada.com
2744,Nova Independent School,668441,Linsey Scotch,1002 Beaverbrook Road,Ottawa,Ontario,K2K1L1,613-869-6386,,East Region,linseyscotch@gmail.com,
2745,Nucleus High School,665736,Shaminderpal Makh,2250 Bovaird Drive East,Brampton,Ontario,L6R0W3,416-924-7111,289-201-8848,Central Region,info@nucleushs.ca,www.nucleushs.com
2746,Nurture the Nature Forest School,665034,Brittany Gillingham,337 390 Morningside Avenue,Scarborough,Ontario,M1C1B9,647-857-6289,,East Region,Brittany.nicole1591@gmail.com,
2747,OSA Private School,882692,Lori Bouzane,1565 Maple Grove Road,Kanata,Ontario,K2V1A3,613-884-2762,,East Region,lori@osaprivateschool.com,www.osaprivateschool.com
2748,OVS,665804,GARY MICHAEL,4789 Yonge Street,North York,Ontario,M2N0G3,416-907-4899,416-840-4911,Central Region,info@ontariovirtualschool.ca,www.ontariovirtualschool.ca
2749,Oak Bridge Academy,667858,Reta Boone,55 Franklin Blvd,Cambridge,Ontario,N1R5S2,519-242-6111,,West Region,info@oakbridge.ca,www.oakbridge.ca
2750,Oak Bridge Academy Hespeler Campus,668791,Reta Boone,250 Hespeler Road,Cambridge,Ontario,N1R3H3,519-242-6111,,West Region,kathie.shaw@oakbridge.ca,www.oakbridge.ca
2751,Oak Creek Parochial School,886118,Nancy Martin,73 Huron Kincardine East,Ripley,Ontario,N0G2R0,,,West Region,,
2752,Oak Hill Academy,666942,Jesse Newton,1886 Governors Road,Copetown,Ontario,L0R1J0,905-297-5521,,West Region,admin@oakhillhamilton.ca,www.oakhillhamilton.ca
2753,Oak Learners,669623,Kelly Farrell,394 Royal York Road,Etobicoke,Ontario,M8V3B8,416-820-5233,,Toronto Region,info@oaklearners.ca,www.oaklearners.ca
2754,OakHaven Academy,669166,Julie Yocom Armstrong,3410 Mainway,Burlington,Ontario,L7M1A8,905-577-2423,,Central Region,julie.armstrong@oakhavenacademy.ca,www.oakhavenacademy.ca
2755,Oakdale Academy,667174,Bryan Ho,80 Bloor St. W,Toronto,Ontario,M5S2V1,416-847-7860,,Toronto Region,bryan.h@oakdaleacademy.ca,https://www.oakdaleacademy.ca/
2756,Oakville Christian School,882240,Jeffrey Kennedy,112 Third Line,Oakville,Ontario,L6L3Z6,905-825-1247,905-825-3398,Central Region,jkennedy@oakvillechristianschool.com,www.oakvillechristianschool.com
2757,Oakville Online Academy,888585,Richard Kalvaitis,1329 Elgin Crescent,Oakville,Ontario,L6H2J9,647-889-3896,,Central Region,info@oakvilleonlineacademy.com,
2758,Oakwood Academy,668475,Trillian Taylor,2150 Torquay Mews,Mississauga,Ontario,L5N2M6,905-814-0202,905-814-0299,Central Region,info@oakacademy.ca,www.oakwoodacademy.ca
2759,Ohahase Education Centre,664035,Rana Maracle,1825 York Road,Tyendinaga Mohawk Territory,Ontario,K0K1X0,613-847-3886,,East Region,principal@ohahase.org,mbq-tmt.org/ohahase
2760,Old Colony Christian Academy,884901,Jacob Hildebrand,21311 Campbell Road 1,Wheatley,Ontario,N0P2P0,519-825-9188,519-825-9122,West Region,wheatleyocca@gmail.com,
2761,Old Colony Christian Academy Cottam,882733,Henry Teichroeb,294 County Road 34 East,Ruthven,Ontario,N0P2G0,519-839-5998,519-839-5054,West Region,justinakethler@gmail.com,
2762,Old Colony Christian Academy- Kingsville,875236,John Fehr,1521 Road 4 West,Kingsville,Ontario,N9Y2E5,519-733-8308,519-733-2167,West Region,johfehr26@emypeople.net,
2763,Old Colony Christian School,884855,Paul Reimer,7283 Hacienda Road 6,Aylmer,Ontario,N5H2R5,519-773-2288,519-773-2120,West Region,,
2764,Olive Grove High School,886795,Sarah Attia,2270 Speakman Drive,Mississauga,Ontario,L5K1B4,905-855-8557,905-855-7917,Central Region,oghs@olivegroveschool.ca,oghs.ca
2765,Olive Grove School,666478,Sarah Attia,2300 Speakman Dr,Mississauga,Ontario,L5K1B4,905-855-8557,905-855-7917,Central Region,info@olivegroveschool.ca,www.olivegroveschool.ca
2766,Olivet School,886807,Emily Crampton,279 Burnhamthorpe Rd,Etobicoke,Ontario,M9B1Z6,416-239-3054,416-239-4935,Central Region,school@olivetnewchurch.org,www.olivetschool.ca
2767,OnCourse Education,666956,Jennifer Scott-Penich,775 Upper Wentworth Street,Hamilton,Ontario,L9A4V7,905-525-1234,905-525-5678,West Region,jennifer@oncourseeducation.com,www.oncourseeducation.com
2768,OnScholars,887462,Essam Ismail,23 Moonstream Court,Mississauga,Ontario,L5N2P8,416-677-3364,,Central Region,essam.murad@gmail.com,onscholars.ca
2769,One Direction Academy,886298,Yousif Nissan,220 Lesmill Road,Toronto,Ontario,M3B2T5,416-391-5551,416-391-5557,Toronto Region,info@1direction.ca,www.1direction.ca
2770,OneSchool Global - Hamilton,669302,Karen Lake,441 Old Brock Rd,Dundas,Ontario,L9H6A7,905-627-0494,905-633-9439,West Region,karen.lake@na.oneschoolglobal.com,
2771,OneSchool Global - Mossley,669276,Scott FRANSKY,4189 Mossley Drive,Mossley,Ontario,N0L1V0,519-269-3239,519-269-3268,West Region,scott.fransky@na.oneschoolglobal.com,oneschoolglobal.com
2772,OneSchool Global - Rideau Lakes,666012,Matthew Robinson,64 Harry Seeley Street,Elgin,Ontario,K0G1E0,613-359-5178,613-359-6258,East Region,kristina.daoust@na.oneschoolgobal.com,oneschoolglobal.com
2773,Online SS Ontario,669989,Jeongok Choi,225 Webb Drive,Mississauga,Ontario,L5B4P2,416-553-6939,,Toronto Region,guidance@onlinessontario.com,www.onlinessontario.com/
2774,Onondaga Camp,666963,J. Duncan Robertson,1120 Rackety Trail Road 3,Minden,Ontario,K0M2K0,416-482-0782,416-482-6237,East Region,camp@onondagacamp.com,www.onondagacamp.com
2775,Ontario Academy,668514,Shiva Esmaeili Azad,469 Norfolk St North,Simcoe,Ontario,N3Y3P8,647-507-4120,,Central Region,shiva@canadaonlineeducation.com,www.ontarioacademy.org
2776,Ontario Academy of International Education,883784,SEAN FAZL,21 Mullen Drive,Thornhill,Ontario,L4J2T6,416-209-2286,,Central Region,sean.fazl@ontarioacademy.com,www.oaie.ca
2777,Ontario College/Collège Ontario,665571,Anchuan Jiang,3550 Victoria Park Avenue,North York,Ontario,M2H2N5,416-836-4886,416-494-9919,Toronto Region,anchuanjiang@outlook.com,www.ontariocollege.ca
2778,Ontario Education Online,882902,Andrew Ramos,383 Indian Grove,Toronto,Ontario,M6P2H6,416-671-1326,,Toronto Region,a.ramos@ontarioeducationonline.ca,https://ontarioeducationonline.ca/
2779,Ontario Hockey Academy,880161,Jesse Ferguson,1541 Vincent Massey Drive,Cornwall,Ontario,K6H5R6,613-938-5009,613-936-0542,East Region,principal@ontariohockeyacademy.com,www.ohacanada.com
2780,Ontario International Academy,889394,Shiva Esmaeili Azad,801 York Mills Rd.,North York,Ontario,M3B1X7,647-507-4120,,Central Region,shiva@canadaonlineeducation.com,www.ontarioacademy.org
2781,Ontario International High School,668712,Erhan Erkut,33 Bloor Street,Toronto,Ontario,M4W3H1,437-446-5771,,Central Region,principal@oihs.ca,www.oihs.ca
2782,Ontario International Institute,667498,Chanjithcumar Vijayacumar,"80 Nashdene Ave, Building F",Scarborough,Ontario,M1V5E4,416-701-1763,416-701-9542,East Region,vijayacumar@gmail.com,
2783,Ontario International Private School,669289,Jaspal Shreter,95 Peachtree Lane,Grimsby,Ontario,L3M0C2,437-385-6868,,West Region,admin@ontarioips.com,ontarioips.ca
2784,Ontario International School,881793,Amjad Abdalbari,1884 Foster Brook St,Oshawa,Ontario,L1K3G5,647-455-5622,,North Region,amjadhelmi@gmail.com,www.oisch.ca
2785,Ontario International Secondary School,882938,Mandeep Dhaliwal,7071 Airport Road Road,Mississauga,Ontario,L4T4J3,437-436-3158,,West Region,info@myontarioschool.ca,www.myontarioschool.ca
2786,Ontario Maple Academy,669314,Ding Liu,1742 Sir Monty's Drive,Mississauga,Ontario,L5N4R6,647-993-4543,888-919-2918,Central Region,info@omapleacademy.com,omapleacademy.com
2787,Ontario Muslim Academy,885901,Ebrahim Chhapra,82 Beverly Street,cambridge,Ontario,N1R3Z7,519-618-9357,519-618-9357,West Region,omacademy@hotmail.com,www.omacademy.ca
2788,Ontario Nexus Academy,666625,Mohamed Faizalla,15 Nebula Star Way,North York,Ontario,M2J1M7,647-854-5011,,Toronto Region,info@ontarionexusacademy.com,https://ontarionexusacademy.com/
2789,Ontario Online Schools,885338,Daniel Maveneka,1055 Shawnmarr Drive,Mississauga,Ontario,L5H3V2,416-357-1386,,Central Region,principal@ontarioonlineschools.ca,www.ontarioonlineschools.ca
2790,Ontario Open School,884576,Oluwasijibomi Awofala,29 Gervais Drive,North York,Ontario,M3C1Y9,416-561-4353,,Central Region,admin@ontarioopenschool.com,www.ontarioopenschool.com
2791,Ontario Premier School,885032,Angela Jin,2570 Haines Road,mississauga,Ontario,L4Y4A3,,,Central Region,,
2792,Ontario Preparatory Academy,669795,John Tsourounis,3 Frizzell Ave,Toronto,Ontario,M4K1H8,416-554-8163,,Toronto Region,chris.sarellas@ontarioprepacademy.ca,http://ontarioprepacademy.ca
2793,Ontario eSchool,882694,Nazzareno Fiscaletti,8611 Weston Road,Vaughan,Ontario,L4L9P1,647-888-1408,,Central Region,info@ontarioeschool.com,www.ontarioeschool.com
2794,Ontario eSecondary School,667186,Ibrahim Baig,2131 Williams Parkway,Brampton,Ontario,L6S5Z4,416-845-8717,647-313-3010,Central Region,principal@oeshighschool.com,www.oeshighschool.com
2795,Open World School Inc.,668957,Paul Richard,14 Cockburn Drive,Scarborough,Ontario,M1C2T2,647-949-3769,,West Region,reshmasmmukadam@gmail.com,
2796,OpenMind Alliance,665831,Siuhan Co,70 East Beaver Creek Road,Richmond Hill,Ontario,L4B3B2,905-918-3852,905-918-3852,Central Region,info@openmindalliance.ca,www.openmindalliance.ca
2797,Or Haemet Sephardic School,880248,Rabbi Elishai Kohananoo,7026 Bathurst St,Thornhill,Ontario,L4J8K3,905-669-7653,905-669-5138,Central Region,,www.jdohss.org
2798,Orangeville Christian School,880744,Jenny Bakker,553281 County Rd 16,Mono,Ontario,L9W6M1,519-941-3381,877-404-3128,Central Region,information@orangevillechristianschool.com,www.orangevillechristianschool.com
2799,Orangeville Forest School,884416,Karen Riedler,673067 Hurontario Street,Orangeville,Ontario,L9W2Y9,519-379-6383,,Central Region,orangevilleforestschool@gmail.com,
2800,Orchard Elementary School,880005,Sidra Farid,50 Steeles Ave,Milton,Ontario,L9T4W9,416-579-5422,,Central Region,admin@orchardlearningacademy.com,
2801,Orillia Christian School,880442,Jeremy Kuikman,505 Gill St,Orillia,Ontario,L3V1G6,705-326-0532,705-327-9856,Central Region,info@orilliachristianschool.com,orilliachristianschool.com
2802,Oro Medonte Forest School,884377,Melissa Marchand,4055 Line 5N,Coldwater,Ontario,L0K1E0,705-817-3338,,Central Region,melvanpypen@gmail.com,www.oromedonteforestschool.ca
2803,Ottawa Adventist Elementary School,885339,Michelle Richards-Mignott,2191 Benjamin Ave,Ottawa,Ontario,K2A1P6,613-722-3770,613-722-3767,East Region,principal@ottawaadventistschool.org,www.ottawaadventistschool.org
2804,Ottawa Christian School,887358,Pauline Naftel,255 Tartan Drive,Ottawa,Ontario,K2J3T1,613-825-3000,,East Region,info@ocschool.org,http://www.ocschool.org
2805,Ottawa Islamic School,884146,Muna Egeh,10 Coral Ave,Nepean,Ontario,K2E5Z6,613-727-5066,613-727-8486,East Region,principal@myois.org,http://www.ottawaislamicschool.org/
2806,Ottawa Jewish Community School,669700,Keren Gordon,31 NADOLNY SACHS PVT,OTTAWA,Ontario,K2A1R9,613-722-0020,613-722-7346,East Region,k.gordon@theojcs.ca,www.theojcs.ca
2807,Ottawa Montessori School/Ecole Montessor,881238,Carrie Whalen,335 Lindsay Street,Ottawa,Ontario,K1G0L6,613-521-5185,613-521-6796,East Region,info@omsmontessori.com,www.omsmontessori.com
2808,Ottawa Victory Christian Academy,667913,Danielle Broughton Oke,1080B St. Pierre Street,Orleans,Ontario,K1C1L3,343-880-4004,613-912-1511,East Region,ottawavictoryca@rogers.com,ovcacademy.ca
2809,Otter Lake Christian School,888788,Steven Weber,24 Rankin Lake,Seguin,Ontario,P2A0B2,705-378-4960,,North Region,,
2810,Otter Valley Christian School,668714,Josh Barkman,54571 Eden Line,Eden,Ontario,N5H2R3,519-773-3057,,West Region,ovcs.2011@gmail.com,
2811,Our Lady of Mount Carmel Academy,665195,Marcel Stannus,2483 BLEAMS RD,New Hamburg,Ontario,N3A3J2,519-634-4932,519-634-9395,West Region,office@olmca.ca,www.olmca.ca
2812,Our Lady of Victory Academy,886660,Genevieve Picard,5030 Westchester Bourne Road,Belmont,Ontario,N0L1B0,519-670-4407,,West Region,olvcmd@gmail.com,ourladyofvictory.ca
2813,Our Lady of the Pillar Academy,881566,Gregory Borris,6100 Calvert Drive 3,Strathroy,Ontario,N7G3H5,519-245-6000,,West Region,ourladyofpillar@ciaccess.com,www.pillaracademy.com
2814,Our Lady of the Wayside Catholic School,877689,Daniel Pei,575 Centre Line 4,Peterborough,Ontario,K9J6X5,705-749-3658,,East Region,school@olwayside.ca,http://olwayside.ca
2815,Out to Play,881468,Lara Purvis,,Kanata,Ontario,K2H8C3,819-318-0759,,East Region,lpurvis@outtoplay.ca,www.outtoplay.ca
2816,Outstanding International Academy,883495,Bessie Moros,7191 Yonge Street,Toronto,Ontario,L3T0C4,905-889-3999,905-889-3996,Central Region,bessie@outstandingedu.com,www.outstandingedu.com
2817,Outward Bound Canada,884103,SEAN HUME,550 Bayview Ave,Toronto,Ontario,M4W3X8,866-233-0966,705-224-5959,Toronto Region,sean_hume@outwardbound.ca,http://www.outwardbound.ca
2818,Owen Sound Canadian Reformed School,876658,James Meinen,177551 Concession Road 5,Owen Sound,Ontario,N4K5N5,519-371-4498,519-371-6532,West Region,principal.oscrs@gmail.com,harvestschool.ca
2819,Oxford College of Canada,667315,Aida Stefani,155 Consumers Road,TORONTO,Ontario,M2J0A3,416-488-5035,416-488-2944,Central Region,info@oxfordcollege.ca,www.oxfordcollege.ca
2820,Oxford Learning Academy,668186,Naghmeh Razmpoosh,741 Main Street East,Milton,Ontario,L9T3Z3,905-693-9978,,Central Region,milton@oxfordlearning.com,www.oxfordlearning.com/milton
2821,Oxford Reformed Christian School,667985,William Van Brugge,333182 Plank Line,Mt. Elgin,Ontario,N0J1N0,519-485-1142,519-485-6352,West Region,principal@orcschool.ca,www.orcschool.ca
2822,P.E.N. Academy,668890,Joseph Amato,165 Cross Ave,Oakville,Ontario,L6J0A9,289-835-0181,,Central Region,joseph.amato@pen-international.com,
2823,P.T.Montessori,666343,Linda Harrison,280 Culford Road,Toronto,Ontario,M6L2V3,416-242-3725,,Central Region,ptmontessori@bellnet.ca,www.ptmontessori.com
2824,Parry Sound Forest School,668691,Kira Jordan,1 College Dr.,Parry Sound,Ontario,P2A0A9,705-938-4298,,Central Region,admin@psforestschool.com,psforestschool.com
2825,Parry Sound International School,885187,Zarmina Nekzai,5 Hunter Glen Rd,Dunchurch,Ontario,P0A1G0,647-309-6830,,West Region,parrysound@gmail.com,www.parrysoundis.com
