Sr No,SchoolName,SchoolType,SchoolURL,States,Email,Numbers,SchoolSector
5986,Kenmore South State School,Prim,https://kenmoresouthss.eq.edu.au,QLD,admin@kenmoresouthss.eq.edu.au,"0459 705 328, 07 3327 0800, 07 3327 0860, 07 3327 0888",Gov
5987,Kenmore State High School,Sec,https://kenmoreshs.eq.edu.au,QLD,office@kenmoreshs.eq.edu.au,"(07) 3327 1555, (07) 3327 1577, 0427 061 838",Gov
5988,Kenmore State School,Prim,https://kenmoress.eq.edu.au,QLD,office@kenmoress.eq.edu.au,"(07) 3327 2400, (07) 3327 2403, (07) 3327 2444, (07) 3327 2451, (07) 3327 2460, 0402 830 506",Gov
5989,Kennedy Baptist College,Sec,http://www.kennedy.wa.edu.au,WA,admin@kennedy.wa.edu.au,"(08) 6188 0698, (08) 9314 7722",NG
5990,Kennedy State School,Prim,https://kennedyss.eq.edu.au,QLD,principal@kennedyss.eq.edu.au,(07) 4066 6555,Gov
5991,Kenthurst Public School,Prim,https://kenthurst-p.schools.nsw.gov.au,NSW,kenthurst-p.school@det.nsw.edu.au,"131 450, 9654 1173, 9654 1173 111",Gov
5992,Kentucky Public School,Prim,https://kentucky-p.schools.nsw.gov.au,NSW,kentucky-p.school@det.nsw.edu.au,"131 450, 6778 7227",Gov
5993,Kentville State School,Prim,https://kentvilless.eq.edu.au,QLD,admin@kentvilless.eq.edu.au,"(07) 5411 5111, (07) 5411 5160",Gov
5994,Kepnock State High School,Sec,https://kepnockshs.eq.edu.au,QLD,principal@kepnockshs.eq.edu.au,"(07) 4131 1800, (07) 4131 1809, (07) 4131 1888, 2025-2028",Gov
5995,Keppel Sands State School,Prim,https://keppelsandsss.eq.edu.au,QLD,principal@keppelsandsss.eq.edu.au,(07) 4934 4760,Gov
5996,Kesser Torah College,Pri/Sec,http://www.kessertorah.nsw.edu.au,NSW,principalea@ktc.nsw.edu.au,"2 9301 1109, 2 9301 1111, 2 9301 1113, 2 9301 1128, 2 9301 1141",NG
5997,Kew East Primary School,Prim,http://www.keps.vic.edu.au,VIC,kew.east.ps@education.vic.gov.au,"102 (03) 9859 2903, 9859 2903",Gov
5998,Key College,Special,http://www.youthoffthestreets.com.au/education/w1/i1001886/,NSW,marcomms@youthoffthestreets.com.au,"(02) 9330 3500, 02 9330 3500, 0475 989 737, 29 100 388 412",NG
5999,"Key College, Chapel School campus",Special,http://www.youthoffthestreets.com.au/education/w1/i1001886/,NSW,marcomms@youthoffthestreets.com.au,"(02) 9330 3500, 02 9330 3500, 0475 989 737, 29 100 388 412",NG
6000,Keyneton Primary School,Prim,http://www.keynetonps.sa.edu.au,SA,dl.0205.info@schools.sa.edu.au,(08) 8564 8258,Gov
6001,Kiama High School,Sec,https://kiama-h.schools.nsw.gov.au,NSW,kiama-h.school@det.nsw.edu.au,"131 450, 4232 1911",Gov
6002,Kiama Public School,Prim,https://kiama-p.schools.nsw.gov.au,NSW,kiama-p.school@det.nsw.edu.au,"131 450, 4232 1471",Gov
6003,Kia-Ora State School,Prim,https://kiaorass.eq.edu.au,QLD,the.principal@kiaorass.eq.edu.au,"(07) 5486 5229, (07) 5486 5432",Gov
6004,Kilbreda College,Sec,http://www.kilbreda.vic.edu.au,VIC,kilbreda@kilbreda.vic.edu.au,"2025 2025, 2025 2026, 3 9581 7766, 3 9581 7770",NG
6005,Kilcoy State High School,Sec,https://kilcoyshs.eq.edu.au,QLD,admin@kilcoyshs.eq.edu.au,"(07) 5422 4300, (07) 5422 4343, (07) 5422 4360",Gov
6006,Kilcoy State School,Prim,https://kilcoyss.eq.edu.au,QLD,admin@kilcoyss.eq.edu.au,"(07) 5422 3333, (07) 5422 3366, 2025-2028",Gov
6007,Kilcummin State School,Prim,https://kilcumminss.eq.edu.au,QLD,admin@kilcumminss.eq.edu.au,"(07) 4983 5178, 0457 169 868",Gov
6008,Kildare College,Sec,http://www.kildare.catholic.edu.au/,SA,info@kildare.catholic.edu.au,"(08) 8369 9999, 0421 268 795, 8369 9999",NG
6009,Kilkivan State School,Pri/Sec,https://kilkivanss.eq.edu.au,QLD,principal@kilkivanss.eq.edu.au,"(07) 5487 3300, (07) 5487 3333",Gov
6010,Killara High School,Sec,https://killara-h.schools.nsw.gov.au,NSW,khsattendance@det.nsw.edu.au,"131 450, 9498 3722",Gov
6011,Killara Public School,Prim,https://killara-p.schools.nsw.gov.au,NSW,killara-p.school@det.nsw.edu.au,"131 450, 9498 2397",Gov
6012,Killarney Heights High School,Sec,https://killarney-h.schools.nsw.gov.au,NSW,killarney-h.school@det.nsw.edu.au,"131 450, 6111141126001, 6256327307001, 9451 7005",Gov
6013,Killarney Heights Public School,Prim,https://killarneyh-p.schools.nsw.gov.au,NSW,killarneyh-p.school@det.nsw.edu.au,"131 450, 9451 9547",Gov
6014,Killarney P-10 State School,Pri/Sec,https://killarness.eq.edu.au,QLD,admin@killarness.eq.edu.au,"(07) 4664 6333, 0428 196 801, 064434, 10198200",Gov
6015,Killarney Vale Public School,Prim,https://killarneyv-p.schools.nsw.gov.au,NSW,killarneyv-p.school@det.nsw.edu.au,"131 450, 4388 1066",Gov
6016,Kimberley Park State School,Prim,https://kimberleyparkss.eq.edu.au,QLD,ljord32@eq.edu.au,"(07) 3451 5333, (07) 3451 5358, (07) 3451 5369, 0427 491",Gov
6017,Kin Kin State School,Prim,https://kinkinss.eq.edu.au,QLD,admin@kinkinss.eq.edu.au,(07) 5485 4168,Gov
6018,Kinchela Public School,Prim,https://kinchela-p.schools.nsw.gov.au,NSW,kinchela-p.school@det.nsw.edu.au,"131 450, 6567 4828",Gov
6019,Kincoppal - Rose Bay School of the Sacred Heart,Pri/Sec,http://www.krb.nsw.edu.au/,NSW,bsreception@krb.nsw.edu.au,"2 9388 6000, 2 9388 6014, 2 9388 6080, 2 9388 6103, 2 9388 6130, 2023-2026",NG
6020,Kincumber High School,Sec,https://kincumber-h.schools.nsw.gov.au,NSW,kincumber-h.school@det.nsw.edu.au,"131 450, 4369 1555",Gov
6021,Kincumber Public School,Prim,https://kincumber-p.schools.nsw.gov.au,NSW,kincumber-p.school@det.nsw.edu.au,"131 450, 4369 1544",Gov
6022,Kindon State School,Prim,https://kindonss.eq.edu.au,QLD,principal@kindonss.eq.edu.au,(07) 4675 4142,Gov
6023,Kingaroy State High School,Sec,https://kingaroyshs.eq.edu.au,QLD,principal@kingaroyshs.eq.edu.au,"(07) 4160 0660, (07) 4160 0666, 0428 977 748",Gov
6024,Kingaroy State School,Prim,https://kingaroyss.eq.edu.au,QLD,the.principal@kingaroyss.eq.edu.au,"(07) 4160 4333, (07) 4160 4360, 2021-2024",Gov
6025,Kings Meadows High School,Sec,https://kingsmeadowshs.education.tas.edu.au,TAS,kings.meadows.high@decyp.tas.gov.au,6343 1000,Gov
6026,Kingscliff Public School,Prim,https://kingscliff-p.schools.nsw.gov.au,NSW,kingscliff-p.school@det.nsw.edu.au,"131 450, 6674 1467",Gov
6027,Kingsthorpe State School,Prim,https://kingsthorpess.eq.edu.au,QLD,office@kingsthorpess.eq.edu.au,(07) 4699 2333,Gov
6028,Kingston State College,Sec,https://kingstonsc.eq.edu.au,QLD,principal@kingstonsc.eq.edu.au,"(07) 3826 1333, (07) 3826 1350, (07) 3826 1366",Gov
6029,Kingston State School,Prim,https://kingstonss.eq.edu.au,QLD,admin@kingstonss.eq.edu.au,(07) 3827 6222,Gov
6030,Kingston-on-Murray Primary School,Prim,http://www.komps.sa.edu.au,SA,dl.0209.info@schools.sa.edu.au,"(08) 8583 0239, (08) 8583 0341",Gov
6031,Kingswood High School,Sec,https://kingswood-h.schools.nsw.gov.au,NSW,kingswood-h.school@det.nsw.edu.au,"131 450, 4736 1202",Gov
6032,Kingswood Park Public School,Prim,https://kingswoopk-p.schools.nsw.gov.au,NSW,kingswoopk-p.school@det.nsw.edu.au,"131 450, 4721 4414",Gov
6033,Kingswood Public School,Prim,https://kingswood-p.schools.nsw.gov.au,NSW,kingswood-p.school@det.nsw.edu.au,"131 450, 4736 4028",Gov
6034,Kioma State School,Prim,https://kiomass.eq.edu.au,QLD,the.principal@kiomass.eq.edu.au,(07) 4677 6169,Gov
6035,Kippa-Ring State School,Prim,https://kipparingss.eq.edu.au,QLD,admin@kipparingss.eq.edu.au,"(07) 3897 5300, (07) 3897 5333, (07) 3897 5360",Gov
6036,Kirrawee Public School,Prim,https://kirrawee-p.schools.nsw.gov.au,NSW,kirrawee-p.school@det.nsw.edu.au,"131 450, 146-156, 6111150633001, 6379086050112, 9521 4514",Gov
6037,Kirton Point Primary School,Prim,http://www.kirtonpps.sa.edu.au,SA,dl.0899_info@schools.sa.edu.au,"(08) 8682 1003, (08) 8682 6266",Gov
6038,Kirwan State High School,Sec,https://kirwanshs.eq.edu.au,QLD,admin@kirwanshs.eq.edu.au,"131 450, 2025-2028, 7 4773 8100, 7 4773 8108, 7 4773 8111",Gov
6039,Kirwan State School,Prim,https://kirwanss.eq.edu.au,QLD,admin@kirwanss.eq.edu.au,(07) 4799 1888,Gov
6040,Knox Gardens Primary School,Prim,http://www.kgps.vic.edu.au,VIC,knox.gardens.ps@education.vic.gov.au,(03) 9800-2320,Gov
6041,Kogan State School,Prim,https://koganss.eq.edu.au,QLD,principal@koganss.eq.edu.au,"(07) 4668 1721, 0472 847 608",Gov
6042,Koinonia Christian Academy,Pri/Sec,http://koinonia.nsw.edu.au,NSW,koinoniaoffice@bigpond.com,(02) 6872 2944,NG
6043,Kolan South State School,Prim,https://kolansouthss.eq.edu.au,QLD,admin@kolansouthss.eq.edu.au,(07) 4157 7361,Gov
6044,Kongwak Primary School,Prim,http://www.inverlochps.vic.edu.au/,VIC,inverloch.ps@education.vic.gov.au,"(03) 5674 1253, 951 (03) 5657 4224",Gov
6045,Koonibba Aboriginal School,Prim,http://www.koonibbaab.sa.edu.au,SA,dl.1003.info@schools.sa.edu.au,08 8625 0006,Gov
6046,Kooringal High School,Sec,https://kooringal-h.schools.nsw.gov.au,NSW,kooringal-h.school@det.nsw.edu.au,"131 450, 6922 5155",Gov
6047,Kotara South Public School,Prim,https://kotarasth-p.schools.nsw.gov.au,NSW,kotarasth-p.school@det.nsw.edu.au,"131 450, 4957 5319 150",Gov
6048,Koumala State School,Prim,https://koumalass.eq.edu.au,QLD,admin@koumalass.eq.edu.au,"(07) 4949 8100, (07) 4949 8111, 0477733819, 2024-2025",Gov
6049,Kowanyama State School,Pri/Sec,https://kowanyamass.eq.edu.au,QLD,principal@kowanyamass.eq.edu.au,(07) 4083 7333,Gov
6050,Krambach Public School,Prim,https://krambach-p.schools.nsw.gov.au,NSW,krambach-p.school@det.nsw.edu.au,"131 450, 6559 1221, 6559 1221 3838",Gov
6051,Kruger State School,Prim,https://krugerss.eq.edu.au,QLD,admin@krugerss.eq.edu.au,"(07) 3814 9333, (07) 3814 9346, (07) 3814 9360",Gov
6052,Kulnura Public School,Prim,https://kulnura-p.schools.nsw.gov.au,NSW,kulnura-p.school@det.nsw.edu.au,"02 4376 1264, 131 450, 4376 1264",Gov
6053,Kulpi State School,Prim,https://kulpss.eq.edu.au,QLD,principal@kulpss.eq.edu.au,(07) 4692 8239,Gov
6054,Kuluin State School,Prim,https://kuluinss.eq.edu.au,QLD,info@kuluinss.eq.edu.au,"(07) 5477 0175, (07) 5477 3748, (07) 5477 3760, (07) 5477 3777",Gov
6055,Kumbia State School,Prim,https://kumbiass.eq.edu.au,QLD,principal@kumbiass.eq.edu.au,"(07) 4164 4244, (07) 4164 4389",Gov
6056,Kuraby Special School,Special,https://kurabyspecs.eq.edu.au,QLD,office@kurabyspecs.eq.edu.au,"(07) 3341 6751, (07) 3457 6777",Gov
6057,Kuraby State School,Prim,https://kurabyss.eq.edu.au,QLD,admin@kurabyss.eq.edu.au,"(07) 3361 8444, (07) 3361 8460, 0427 893 207",Gov
6058,Kuranda District State College,Pri/Sec,https://kurandadistrictsc.eq.edu.au,QLD,principal@kurandadistrictsc.eq.edu.au,"(07) 4085 5300, (07) 4085 5333",Gov
6059,Kurmond Public School,Prim,https://kurmond-p.schools.nsw.gov.au,NSW,kurmond-p.school@det.nsw.edu.au,"131 450, 4573 1648, 4573 1648 494",Gov
6060,Kurnai College,Sec,http://www.kurnaicollege.vic.edu.au/,VIC,kurnai.co@education.vic.gov.au,"(03) 5132 3700, (03) 5132 3800, (03) 5165 0600, (03) 5165 0670, (03) 5165 0686, 0417 352 912, 0439 108 740, 1551068833, 1583103460, 1623983726, 1633652867, 1633653098, 1648503110, 1653344768, 1653345612, 1653345991, 1679877010, 1724026263, 1724026414, 1724026999, 1742260160, 1745298472, 1745298510",Gov
6061,Kurnai College - University Campus,Sec,http://www.kurnaicollege.vic.edu.au,VIC,kurnai.co@education.vic.gov.au,"(03) 5132 3700, (03) 5132 3800, (03) 5165 0600, (03) 5165 0670, (03) 5165 0686, 0417 352 912, 0439 108 740, 1551068833, 1583103460, 1623983726, 1633652867, 1633653098, 1648503110, 1653344768, 1653345612, 1653345991, 1679877010, 1724026263, 1724026414, 1724026999, 1742260160, 1745298472, 1745298510",Gov
6062,Kurnell Public School,Prim,https://kurnell-p.schools.nsw.gov.au,NSW,kurnell-p.school@det.nsw.edu.au,"131 450, 9668 9864",Gov
6063,Kurrajong Public School,Prim,https://kurrajong-p.schools.nsw.gov.au,NSW,kurrajong-p.school@det.nsw.edu.au,"131 450, 4573 1647, 4573 1647 1111",Gov
6064,Kurrambee School,Special,https://kurrambee-s.schools.nsw.gov.au,NSW,kurrambee-s.school@det.nsw.edu.au,"131 450, 9833 7400",Gov
6065,Kururrungku Catholic Education Centre,Pri/Sec,http://www.kururrungku.wa.edu.au,WA,juliet.greenlees@cewa.edu.au,(08) 91688932,NG
6066,Kurwongbah State School,Prim,https://kurwongbahss.eq.edu.au,QLD,info@kurwongbahss.eq.edu.au,"(07) 3481 4300, (07) 3481 4333, (07) 3481 4366, 0429 919 560, 0448 244 060",Gov
6067,Kuyper Christian School,Pri/Sec,http://www.kuyper.nsw.edu.au,NSW,admin@kuyper.nsw.edu.au,(02) 4573 2999,NG
6068,Kwoorabup Community School,Prim,http://www.kwoorabup.wa.edu.au/,WA,admin@kwoorabup.wa.edu.au,"(08) 9848 2285, 08 9848 2285, 333 08 9848 2285",NG
6069,Kyogle Public School,Prim,https://kyogle-p.schools.nsw.gov.au,NSW,kyogle-p.school@det.nsw.edu.au,"131 450, 6632 1200, 6632 1200 192",Gov
6070,Labrador State School,Prim,https://labradorss.eq.edu.au,QLD,admin@labradorss.eq.edu.au,07 5665 0333,Gov
6071,Laggan Public School,Prim,https://laggan-p.schools.nsw.gov.au,NSW,laggan-p.school@det.nsw.edu.au,"02 4837 3215, 131 450, 4837 3215",Gov
6072,Laidley District State School,Prim,https://laidleydistrictss.eq.edu.au,QLD,admin@laidleydistrictss.eq.edu.au,"(07) 5466 8222, (07) 5466 8260, (07) 5466 8288",Gov
6073,Laidley State High School,Sec,https://laidleyshs.eq.edu.au,QLD,admin@laidleyshs.eq.edu.au,(07) 5466 8922,Gov
6074,Lake Albert Public School,Prim,https://lakealbert-p.schools.nsw.gov.au,NSW,lakealbert-p.school@det.nsw.edu.au,"131 450, 6922 6400",Gov
6075,Lake Cargelligo Central School,Pri/Sec,https://lakecargel-c.schools.nsw.gov.au,NSW,lakecargel-c.school@det.nsw.edu.au,"131 450, 6898 1008",Gov
6076,Lake Cathie Public School,Prim,https://lakecathie-p.schools.nsw.gov.au,NSW,lakecathie-p.school@det.nsw.edu.au,"131 450, 6584 8060",Gov
6077,Lake Clarendon State School,Prim,https://lakeclarendonss.eq.edu.au,QLD,principal@lakeclarendonss.eq.edu.au,(07) 5466 6333,Gov
6078,Lake Macquarie High School,Sec,https://lakemacqua-h.schools.nsw.gov.au,NSW,lakemacqua-h.school@det.nsw.edu.au,"131 450, 4958 1544",Gov
6079,Lake Wangary School,Prim,http://lakewangaryschool.sa.edu.au,SA,dl.0563.info@schools.sa.edu.au,(08) 8685 4137,Gov
6080,Lakeland State School,Prim,https://lakelandss.eq.edu.au,QLD,principal@lakelandss.eq.edu.au,"(07) 4060 2147, 0448 272 456",Gov
6081,Lakes Creek State School,Prim,https://lakescreekss.eq.edu.au,QLD,admin@lakescreekss.eq.edu.au,(07) 4932 6333,Gov
6082,Lalor North Primary School,Prim,http://www.lalornorthps.vic.edu.au,VIC,lalor.north.ps@education.vic.gov.au,"(03) 9465 4922, 03 9465 4922, 075 (03) 9465 4922",Gov
6083,Lalor North Secondary College,Sec,http://www.lalornthsc.vic.edu.au,VIC,lalor.north.sc@education.vic.gov.au,(03) 9401 3888,Gov
6084,Lancaster Primary School,Prim,https://lancasterps.wordpress.com/,VIC,mail@example.com,(555) 555 1234,Gov
6085,Lance Holt School,Prim,http://www.lanceholtschool.wa.edu.au,WA,office@lanceholtschool.wa.edu.au,#ERROR!,NG
6086,Landsborough State School,Prim,https://landsborss.eq.edu.au,QLD,office@landsborss.eq.edu.au,"(07) 5436 2760, (07) 5436 2777",Gov
6087,Lane Cove West Public School,Prim,https://lanecovew-p.schools.nsw.gov.au,NSW,lanecovew-p.school@det.nsw.edu.au,"131 450, 9427 4743",Gov
6088,Lansdowne Public School,Prim,https://lansdowne-p.schools.nsw.gov.au,NSW,lansdowne-p.school@det.nsw.edu.au,"131 450, 6556 7147",Gov
6089,Lansvale Public School,Prim,https://lansvale-p.schools.nsw.gov.au,NSW,lansvale-p.school@det.nsw.edu.au,"131 450, 9724 5252",Gov
6090,Lapstone Public School,Prim,https://lapstone-p.schools.nsw.gov.au,NSW,lapstone-p.school@det.nsw.edu.au,"131 450, 4739 2208",Gov
6091,Launceston College,Sec,https://launcestoncollege.education.tas.edu.au/,TAS,amanda.wenn@decyp.tas.gov.au,"03 6332 7777, 107-119, 1914-1920, 1921-1930, 1931-1940, 1941-1960, 1961-1980, 1981-2000, 2001-2020, 2021-2024",Gov
6092,Lavalla Catholic College,Sec,http://www.lavalla.vic.edu.au,VIC,principal@lavalla.vic.edu.au,"(03) 5174 7355, (03) 5174 8111, 03 5174 7355, 186-204, 5174 7355, 9 186-204",NG
6093,Lawnton State School,Prim,https://lawntonss.eq.edu.au,QLD,admin@lawntonss.eq.edu.au,(07) 3481 4888,Gov
6094,Lawrence Hargrave School,Special,https://lawrenceha-s.schools.nsw.gov.au,NSW,lawrenceha-s.school@det.nsw.edu.au,"131 450, 9602 3823",Gov
6095,Le Fevre Peninsula Primary School,Prim,http://www.lefevreps.sa.edu.au,SA,dl.0221.info@schools.sa.edu.au,08 8449 6417,Gov
6096,Lee Street State Special School,Special,https://leestreetspecs.eq.edu.au,QLD,admin@leestreetspecs.eq.edu.au,"(07) 5294 8333, (07) 52948366",Gov
6097,Leeton High School,Sec,https://leeton-h.schools.nsw.gov.au,NSW,leeton-h.school@det.nsw.edu.au,"131 450, 202705, 6953 2122",Gov
6098,Leeville Public School,Prim,https://leeville-p.schools.nsw.gov.au,NSW,leeville-p.school@det.nsw.edu.au,"131 450, 6664 1280, 6664 1280 9375",Gov
6099,Leibler Yavneh College,Pri/Sec,http://www.yavneh.vic.edu.au,VIC,Firstinitial.lastname@yavneh.vic.edu.au,"3 8317 2510, 3 8317-2510, 3 9528 4911, 3 9528-4911",NG
6100,Leichhardt State School,Prim,https://leichhardtss.eq.edu.au,QLD,admin@leichhardtss.eq.edu.au,"(07) 3813 3200, (07) 3813 3222",Gov
6101,Leigh Creek Area School,Pri/Sec,http://www.leighcreekas.sa.edu.au,SA,dl.0748.info@schools.sa.edu.au,"08 8675 2062, 08 8675 2534",Gov
6102,Lenah Valley Primary School,Prim,https://lenahvalleyprimary.education.tas.edu.au/,TAS,Lenah.Valley.Primary@education.tas.gov.au,03 6228 0311,Gov
6103,Lennox Head Public School,Prim,https://lennoxhead-p.schools.nsw.gov.au,NSW,lennoxhead-p.school@det.nsw.edu.au,"131 450, 6687 7230",Gov
6104,Leonay Public School,Prim,https://leonay-p.schools.nsw.gov.au,NSW,leonay-p.school@det.nsw.edu.au,"131 450, 4735 5851",Gov
6105,Lethbridge Park Public School,Prim,https://lethbridpk-p.schools.nsw.gov.au,NSW,lethbridpk-p.school@det.nsw.edu.au,"131 450, 9628 6655",Gov
6106,Lewisham Public School,Prim,https://lewisham-p.schools.nsw.gov.au,NSW,lewisham-p.school@det.nsw.edu.au,"131 450, 9569 4536",Gov
6107,Leyburn State School,Prim,https://leyburnss.eq.edu.au,QLD,principal@leyburnss.eq.edu.au,"(07) 4695 0172, (07) 4695 0226",Gov
6108,Liberty College,Prim,http://www.libertychurch.com.au,NSW,office@libertychurch.com.au,"(02) 6762 2322, 0402 323 217, 0411 227 817",NG
6109,Lighthouse Christian College,Pri/Sec,http://www.lighthouse.vic.edu.au,VIC,school.office@lighthouse.vic.edu.au,"(03) 8796 7373, (03) 8796 7374",NG
6110,Lilydale District School,Pri/Sec,https://lilydale.education.tas.edu.au/,TAS,lilydale.district.school@decyp.tas.gov.au,"03 6395 0100, 0426 309 593",Gov
6111,Lilydale High School,Sec,https://lilydalehs.vic.edu.au/,VIC,lilydale.hs@education.vic.gov.au,03 9735 5644,Gov
6112,Lincoln Gardens Primary School,Prim,http://www.gardens.sa.edu.au,SA,dl.1158.info@schools.sa.edu.au,"(08) 8682 6310, 08 8682 6277",Gov
6113,Lindfield East Public School,Prim,https://lindfielde-p.schools.nsw.gov.au,NSW,lindfielde-p.school@det.nsw.edu.au,"131 450, 9416 1955",Gov
6114,Lindsay Park Public School,Prim,https://lindsaypk-p.schools.nsw.gov.au,NSW,lindsaypk-p.school@det.nsw.edu.au,"131 450, 4229 2487",Gov
6115,Linville State School,Prim,https://linvilless.eq.edu.au,QLD,admin@linvilless.eq.edu.au,"(07) 5424 7201, 0497 192 611",Gov
6116,Lisarow High School,Sec,https://lisarow-h.schools.nsw.gov.au,NSW,lisarow-h.school@det.nsw.edu.au,"131 450, 4328 4599, 6111145460001, 6376676356112",Gov
6117,Lisarow Public School,Prim,https://lisarow-p.schools.nsw.gov.au,NSW,lisarow-p.school@det.nsw.edu.au,"131 450, 4362 1048",Gov
6118,Lismore Heights Public School,Prim,https://lismorehts-p.schools.nsw.gov.au,NSW,lismorehts-p.school@det.nsw.edu.au,"131 450, 6624 3344, 6624 3344 195",Gov
6119,Lismore Public School,Prim,https://lismore-p.schools.nsw.gov.au,NSW,lismore-p.school@det.nsw.edu.au,"(02) 6621 5366, 131 450, 6-8065-4156",Gov
6120,Lismore South Public School,Prim,https://lismoresth-p.schools.nsw.gov.au,NSW,lismoresth-p.school@det.nsw.edu.au,"131 450, 6621 3433",Gov
6121,Lithgow High School,Sec,https://lithgow-h.schools.nsw.gov.au,NSW,lithgow-h.school@det.nsw.edu.au,"02 6352 1422, 131 450, 6352 1422",Gov
6122,Liverpool Public School,Prim,https://liverpool-p.schools.nsw.gov.au,NSW,liverpool-p.school@det.nsw.edu.au,"131 450, 9602 7882",Gov
6123,Livingstone Christian College,Pri/Sec,http://www.livingstone.qld.edu.au,QLD,info@livingstone.qld.edu.au,"(07) 5540 8600, (07) 5540 8618, (07) 5540 8642, 96 105 961 135",NG
6124,Liwara Catholic Primary School,Prim,http://www.liwara.wa.edu.au,WA,enquiries@liwara.wa.edu.au,"(08) 6224 2000, 08 6224 2000",NG
6125,Lochington State School,Prim,https://lochingtonss.eq.edu.au,QLD,admin@lochingtonss.eq.edu.au,"(07) 4985 5150, (07) 4985 5340",Gov
6126,Lock Area School,Pri/Sec,http://www.lockas.sa.edu.au,SA,dl.0230.info@schools.sa.edu.au,"(08) 8689 1019, (08) 8689 1184",Gov
6127,Lockhart State School,Pri/Sec,https://lockhartss.eq.edu.au,QLD,principal@lockhartss.eq.edu.au,"(07) 4083 3800, (07) 4083 3888",Gov
6128,Lockington Consolidated School,Prim,http://www.lockington.vic.edu.au/,VIC,lockington.cs@education.vic.gov.au,(03) 5486 2474,Gov
6129,Lockrose State School,Prim,https://lockrosess.eq.edu.au,QLD,principal@lockrosess.eq.edu.au,"(07) 5465 8249, (07) 5465 8695",Gov
6130,Lockyer District State High School,Sec,https://lockyerdistrictshs.eq.edu.au,QLD,attendance@lockyerdistrictshs.eq.edu.au,"(07) 5466 2333, (07) 5466 2360, (07) 5466 2361, 0427 491 074",Gov
